Park,Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,DefaultMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
ZION,3_Finger_Mesa_000,,,,,,,,,,,,322734,4138599,12,NAD83,,,,,,,,,302,,10,,,,,,,,,,,,
ZION,3_Finger_Mesa_000,10/22/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_001,,,,,,,,,,,,322552,4138424,12,NAD83,,,,,,,,,196,,12,,,,,,,,,,,,
ZION,3_Finger_Mesa_001,10/26/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_002,,,,,,,,,,,,322732,4138395,12,NAD83,,,,,,,,,202,,20,,,,,,,,,,,,
ZION,3_Finger_Mesa_002,10/22/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_003,,,,,,,,,,,,322554,4138211,12,NAD83,,,,,,,,,52,,25,,,,,,,,,,,,
ZION,3_Finger_Mesa_003,10/26/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_004,,,,,,,,,,,,323319,4138212,12S,NAD83,,,,,,,,,176,,45,,,,,,,,,,,,
ZION,3_Finger_Mesa_004,10/15/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_005,,,,,,,,,,,,322657,4138076,12,NAD83,,,,,,,,,64,,35,,,,,,,,,,,,
ZION,3_Finger_Mesa_005,10/26/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_006,,,,,,,,,,,,323159,4138098,12,NAD83,,,,,,,,,189,,21,,,,,,,,,,,,
ZION,3_Finger_Mesa_006,10/15/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_007,,,,,,,,,,,,323572,4138160,12,NAD83,,,,,,,,,205,,37,,,,,,,,,,,,
ZION,3_Finger_Mesa_007,10/15/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_008,,,,,,,,,,,,322828,4138016,12S,NAD83,,,,,,,,,79,,25,,,,,,,,,,,,
ZION,3_Finger_Mesa_008,10/26/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_009,,,,,,,,,,,,323352,4138007,12S,NAD83,,,,,,,,,195,,16,,,,,,,,,,,,
ZION,3_Finger_Mesa_009,10/15/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_010,,,,,,,,,,,,323442,4138020,12,NAD83,,,,,,,,,254,,36,,,,,,,,,,,,
ZION,3_Finger_Mesa_010,10/15/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_011,,,,,,,,,,,,323483,4137932,12,NAD83,,,,,,,,,282,,46,,,,,,,,,,,,
ZION,3_Finger_Mesa_011,10/15/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_012,,,,,,,,,,,,324088,4138001,12,NAD83,,4.7,,,,,,,,,0,,,,,,,,,,,,
ZION,3_Finger_Mesa_012,10/21/09 8:48,,,0,PostBurnYear1,PostBurnYear1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,3_Finger_Mesa_013,,,,,,,,,,,,323965,4137829,12,NAD83,,,,,,,,,48,,32,,,,,,,,,,,,
