Park,Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,DefaultMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
YOSE,Big Meadow 063,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 064,,,,,,,,,CBI,,,257638,4182701,11N,NAD83,,0,9/28/10,,,,,80,80,31,31,,,,,,,,,,,,
YOSE,Big Meadow 064,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 065,,,,,,,,,CBI,,,257649,4183117,11N,NAD83,,0,9/28/10,,,,,8,8,18,18,,,,,,,,,,,,
YOSE,Big Meadow 065,10/6/10 14:59,,,,,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 066,,,,,,,,,CBI,,,257551,4182945,11N,NAD83,,0,9/28/10,,,,,161,161,11,11,,,,,,,,,,,,
YOSE,Big Meadow 066,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 067,,,,,,,,,CBI,,,257657,4183000,11N,NAD83,,0,9/28/10,,,,,99,99,15,15,,,,,,,,,,,,
YOSE,Big Meadow 067,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 068,,,,,,,,,CBI,,,257700,4182658,11N,NAD83,,0,9/28/10,,,,,88,88,15,15,,,,,,,,,,,,
YOSE,Big Meadow 068,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 069,,,,,,,,,CBI,,,257824,4182988,11N,NAD83,,0,9/28/10,,,,,94,94,7,7,,,,,,,,,,,,
YOSE,Big Meadow 069,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 070,,,,,,,,,CBI,,,257018,4179168,11N,NAD83,,0,9/21/10,,,,,152,152,35,35,,,,,,,,,,,,
YOSE,Big Meadow 070,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 071,,,,,,,,,CBI,,,257583,4183217,11N,NAD83,,0,9/28/10,,,,,90,90,16,16,,,,,,,,,,,,
YOSE,Big Meadow 071,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 072,,,,,,,,,CBI,,,258553,4176346,11N,NAD83,,0,9/21/10,,,,,200,200,20,20,,,,,,,,,,,,
YOSE,Big Meadow 072,10/12/10 10:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 073,,,,,,,,,CBI,,,257237,4176717,11N,NAD83,,0,9/21/10,,,,,45,45,5,5,,,,,,,,,,,,
YOSE,Big Meadow 073,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 075,,,,,,,,,CBI,,,258204,4176140,11N,NAD83,,0,9/21/10,,,,,40,40,13,13,,,,,,,,,,,,
YOSE,Big Meadow 075,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 076,,,,,,,,,CBI,,,256104,4177680,11N,NAD83,,0,9/22/10,,,,,180,180,26,26,,,,,,,,,,,,
YOSE,Big Meadow 076,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 077,,,,,,,,,CBI,,,258461,4176244,11N,NAD83,,0,9/21/10,,,,,1,1,30,30,,,,,,,,,,,,
YOSE,Big Meadow 077,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 078,,,,,,,,,CBI,,,258682,4177336,11N,NAD83,,0,9/22/10,,,,,218,218,28,28,,,,,,,,,,,,
YOSE,Big Meadow 078,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 079,,,,,,,,,CBI,,,258921,4177440,11N,NAD83,,0,9/22/10,,,,,208,208,10,10,,,,,,,,,,,,
YOSE,Big Meadow 079,10/5/10 8:31,,,0,ReCBI,ReCBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOSE,Big Meadow 080,,,,,,,,,CBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
