Park,Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,DefaultMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
LAVO,B:FABCO1D08:15,,,,,,,Flume,,Forest,,,627186,4489874,10,NAD27,0,0,7/26/01,,,5867,feet,209,0,0,5, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 poleq2_all: From FMH 1044 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:15,7/26/01,,From FMH 1029                                                                  ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:16,,,,,,,Hole,"toer,chfr,raro",Forest,,,631067,4490415,10,NAD83,0,0,7/30/02,,,6237,feet,221,45,12,12,"Emmigrant Trail beyond ""Locked Gate"" by Hat Lake Heading to Plot 321","Route Description: Travel along highway 89 to the Hat Lake Area.  There is a ""Locked Gate"" just east of the Hat Lake sign on Highway 89.  The gate is yellow, (see the reference photos) and is the portal to the dirt road (Emmigrant Trail) that leads you to",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 poleq2_all: From FMH 1044 seed_5x10m:  seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:16,7/30/02,,From FMH 1029                                                                  ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:16,9/24/03,,From FMH 1029                                                                  ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:16,9/9/04,,From FMH 1029                                                                  ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:16,8/4/07 17:06,"SMITH, MINNITI, PEACH, THOMPSON,",,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:16,7/20/12 14:10,,,7,01Yr10,01Yr10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:16,9/11/12 15:34,,,10,02Post,02Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:16,7/17/13 10:23,,,11,02Yr01,02Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:16,7/29/14 8:09,,,14,02Yr02,02Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:17,,,,,,,Hole,"toer,dasa,chfr",Forest,,,631069,4489899,10,NAD83,10,0,8/2/02,,,6204,feet,252,160,6,2,HWY 89 and Emmigrant Trail/ Rd. Heading to Plot 300,"Route Description: Travel in Hwy 89 to the Hat lake Area 0.1 miles east of the ""Hat Lake""sign is a Road with a locked yellow gate (this is the Emmigrant Trail Rd.)  Travel 2.8 miles along this road and park just on the west side of the creek (Hat Creek). ",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 poleq2_all: From FMH 1044 seed_5x10m:  seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:17,8/2/02,,From FMH 1029                                                                  ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:17,9/23/03,,From FMH 1029                                                                  ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:17,9/11/04,,From FMH 1029                                                                  ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:17,8/4/07 11:32,"Smith, Minniti, Thompson, Peach",,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:17,7/20/12 14:11,,,7,01Yr10,01Yr10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:17,9/11/12 15:59,,,10,02Post,02Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:17,7/17/13 12:20,,,11,02Yr01,02Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:17,7/29/14 8:59,,,14,02Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:18,,,,,,,Warner Valley,,Forest,0,0,638609,4477463,10,NAD 83,0,,7/16/92,,,5394,feet,108,180,7,3,,,,,,,,,,,,
LAVO,B:FABCO1D08:18,7/16/92,,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:18,10/25/94,,,2,01Post,Post01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:18,7/6/95,,,3,01Yr01,Re01Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:18,8/29/96,,,4,01Yr02,Re01Year02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:18,7/8/11 14:35,,,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:19,,,,,,,Warner Valley,,Forest,0,0,638306,4477749,10,NAD 83,0,,7/1/92,,,5505,feet,205,225,29,29,,,,,,,,,,,,
LAVO,B:FABCO1D08:19,7/1/92,,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:19,7/4/95,,,3,01Yr01,Re01Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:19,8/28/96,,,4,01Yr02,Re01Year02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:19,7/6/11 14:36,,,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:20,,,,,,,Knob/Lost Creek,judu,Forest,,,624725,4491951,10,NAD83,0,0,8/5/93,,,5785,feet,246,194,22,1,Highway 89   Heading to Plot 0,Route Description: On Highway 89:  -4.2 mi south from Manzanita Lake entrance booth or 0.4 mi north of Crags Campground.    Park at Pullout 32. There is a 73 cm dbh Pipo at the North end of the pullout. It is tagged #800.  Walk SE for 80 meters to referen,From FMH 1028 This plot has gone through several name changes.  FPIPO1G0910->FABCO1D0820->FMICO1D0820.    This plot direction sheet rewritten from update on 7/30/01 by DASA.,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:20,8/5/93,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:20,10/26/93,,From FMH 1029 ,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:20,8/11/94,,From FMH 1029 ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:20,9/2/95,,From FMH 1029 ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:20,8/5/98,,From FMH 1029 ,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:20,9/27/03,,From FMH 1029                                                                  ,7,01Yr10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:20,7/21/13 14:57,,,9,01Yr20,01Yr20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:21,,,,,,,Warner Valley,,Forest,,,638786,4477399,10,NAD83,0,0,8/24/06,,,5438,feet,108,180,29,3, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 poleq2_all: From FMH 1044 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:21,8/6/91 12:11,,"There is no tree data (overstory, pole, seedling) associated with this read. When plots were re-read in 1994 for the PRE read, all 1991 tree data was written over.",0,00Pro1,Pre00Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:21,6/11/94,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:21,10/25/94,,From FMH 1029 ,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:21,7/6/95,,From FMH 1029 ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:21,8/24/96,,From FMH 1029 ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:21,9/1/99,,From FMH 1029                                                                  ,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:21,7/8/11 14:37,,,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:22,,,,,,,Warner Valley,,Forest,,,638833,4477432,10,NAD83,0,0,8/24/06,,,5460,feet,92,180,25,15, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 poleq2_all: From FMH 1044 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:22,8/13/91 12:57,,"There is no tree data (overstory, pole, seedling) associated with this read. When plots were re-read in 1994 for the PRE read, all 1991 tree data was written over.",0,00Pro1,Pre00Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:22,6/11/94,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:22,10/24/94,,From FMH 1029 ,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:22,8/29/95,,From FMH 1029 ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:22,8/29/96,,From FMH 1029 ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:22,8/31/99,,From FMH 1029 ,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:22,7/8/11 14:35,,,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:23,,,,,,,Warner Valley,,Forest,0,0,638269,4477710,10,NAD 83,0,,7/14/92,,,5495,feet,341,0,0,0,,,,,,,,,,,,
LAVO,B:FABCO1D08:23,7/14/92,,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:23,7/4/95,,,3,01Yr01,Re01Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:23,8/31/96,,,4,01Yr02,Re01Year02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:23,7/6/11 14:37,,,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:24,,,,,,,Warner Valley,,Forest,,,638581,4477524,10,NAD83,0,0,8/24/06,,,5410,feet,284,180,25,4, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:24,7/27/92,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:24,10/26/94,,From FMH 1029 ,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:24,7/5/95,,From FMH 1029 ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:24,8/28/96,,From FMH 1029 ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:24,9/1/99,,From FMH 1029 ,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:24,7/8/11 14:34,,,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:25,,,,,,,Warner Valley,,Forest,,,638593,4477617,10,NAD83,0,0,8/24/06,,,5480,feet,62,225,14,14, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:25,7/29/92,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:25,8/29/95,,From FMH 1029 ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:25,8/28/96,,From FMH 1029 ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:25,9/1/99,,From FMH 1029                                                                  ,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:25,7/7/11 14:33,,,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:26,,,,,,,Warner Valley,,Forest,,,639070,4477362,10,NAD83,0,0,8/24/06,,,5455,feet,327,180,36,36, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:26,8/21/91 14:43,,,0,00Pro1,Pre00Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:26,6/7/94,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:26,10/21/94,,From FMH 1029 ,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:26,7/6/95,,From FMH 1029 ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:26,8/27/96,,From FMH 1029 ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:26,8/31/99,,From FMH 1029                                                                  ,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:26,7/9/11 14:38,,,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:27,,,,,,,Warner Valley,,Forest,0,0,638555,4477567,10,NAD 83,0,,8/19/92,,,5406,feet,356,225,10,1,,,,,,,,,,,,
LAVO,B:FABCO1D08:27,8/19/92,,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:27,10/26/94,,,2,01Post,Post01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:27,7/5/95,,,3,01Yr01,Re01Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:27,8/28/96,,,4,01Yr02,Re01Year02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:27,7/7/11 14:34,"Taipale, Barba, Williams, Erdody",,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:28,,,,,,,Warner Valley,,Forest,,,638503,4477680,10,NAD83,0,0,8/24/06,,,5410,feet,354,225,20,17, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:28,7/22/92,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:28,7/5/95,,From FMH 1029 ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:28,8/30/96,,From FMH 1029 ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:28,7/7/11 14:33,,,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:29,,,,,,,Warner Valley,,Forest,,,638235,4477809,10,NAD83,0,0,8/24/06,,,5530,feet,344,225,23,18, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:29,7/3/92,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:29,7/4/95,,From FMH 1029 ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:29,8/31/96,,From FMH 1029 ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:29,9/2/99,,From FMH 1029                                                                  ,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:29,7/6/11 14:32,,,8,01Yr17,Re01Year17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:50,,,,,,,Butte Lake,,Forest,,,644157,4493743,10,NAD83,0,0,7/9/90,,,5880,feet,264,90,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,"Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 poleq2_all: From FMH 1044 seed_all: From FMH query 17 seed_rest of Q1: Seedlings in the rest of Q1, excluding the normal 5x10m belt shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049",,,,,,,,
LAVO,B:FABCO1D08:50,8/9/93,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:50,10/26/95,,From FMH 1029 ,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:50,7/23/96,,From FMH 1029 ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:50,8/27/97,,From FMH 1029 ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:50,8/3/00,,From FMH 1029 ,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:50,6/2/04,,From FMH 1029                                                                  ,6,01Yr09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:50,8/29/04,,From FMH 1029                                                                  ,10,02Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:50,7/20/07 14:10,"Minniti, Smith, Rupert, Thompson, Peach",,12,02Yr03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:50,7/22/10 12:22,,,13,02Yr06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:52,,,,,,,Butte Lake,,Forest,,,644530,4493958,10,NAD83,0,0,7/7/90,,,5880,feet,258,90,27,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 poleq2_all: From FMH 1044 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
LAVO,B:FABCO1D08:52,8/8/93,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:52,10/25/95,,From FMH 1029 ,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:52,7/18/96,,From FMH 1029 ,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:52,8/28/97,,From FMH 1029 ,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:52,8/7/00,,From FMH 1029 ,5,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:52,6/4/04,,From FMH 1029                                                                  ,6,01Yr09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:52,8/30/04,,From FMH 1029                                                                  ,10,02Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:52,7/21/07 7:55,"Minniti, Smith, Peach, Thompson, Rupert",,12,02Yr03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:52,7/21/10 13:08,MAWI6  TOER6  ANST6  =666,,13,02Yr06,Re02Year06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVO,B:FABCO1D08:53,,,,,,,Butte Lake,,Forest,,,644478,4493893,10,NAD83,0,0,7/24/90,,,5900,feet,6,135,6,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1_all: From FMH 1052 fuel2_all: From FMH 1052 fuel3_all: From FMH 1052 fuel4_all: From FMH 1052 overq1_all: From FMH 1039 overq2_all: From FMH 1040 overq3_all: From FMH 1041 overq4_all: From FMH 1042 poleq1_all: From FMH 1043 seed_all: From FMH query 17 shrbq3_all: From FMH 1037 shrbq4_all: From FMH 1036 tranq3_all: From FMH 1050 tranq4_all: From FMH 1049,,,,,,,,
