ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = Litter depth
Units = Inches

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIPN 05,***,***,***,***,***,***,***,***,***,***,2.08,***,***,0.94,***,***,1.01,***,***,1.03,***,***,1.47,***,***,***,***,***,***,***,***,0.16,***,***,0.14,***,***,0.36,***,***,0.48,***,***,0.73,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 06,***,***,***,***,***,***,***,***,***,***,1.29,***,***,0.38,***,***,0.33,***,***,0.66,***,***,0.74,***,***,0.88,***,***,***,***,***,0.42,***,***,0.34,***,***,0.61,***,***,***,***,***,***,***,***,0.09,***,***,0.29,***,***,0.30,***,***,***,***,***,***,***,***,***,***,***
PIPN 07,***,***,***,***,***,***,***,***,***,***,0.91,***,***,0.20,***,***,0.24,***,***,0.22,***,***,1.00,***,***,***,***,***,***,***,***,0.42,***,***,0.66,***,***,0.60,***,***,***,***,***,***,***,***,0.24,***,***,0.49,***,***,0.41,***,***,0.86,***,***,0.56,***,***,0.25,***,***
PIPN 08,***,***,***,***,***,***,***,***,***,***,0.91,***,***,0.46,***,***,0.61,***,***,0.97,***,***,1.05,***,***,1.27,***,***,***,***,***,0.02,***,***,0.42,***,***,0.38,***,***,***,***,***,***,***,***,0.22,***,***,0.23,***,***,0.32,***,***,***,***,***,***,***,***,***,***,***
PIPN 09,***,***,***,***,***,***,***,***,***,***,1.21,***,***,0.56,***,***,0.35,***,***,0.89,***,***,1.06,***,***,***,***,***,***,***,***,0.61,***,***,0.71,***,***,0.55,***,***,0.49,***,***,1.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 10,***,***,***,***,***,***,***,***,***,***,0.45,***,***,0.23,***,***,0.39,***,***,0.34,***,***,1.02,***,***,***,***,***,***,***,***,0.22,***,***,0.45,***,***,0.31,***,***,0.38,***,***,0.68,***,***,0.53,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 12,***,***,***,***,***,***,***,***,***,***,1.57,***,***,0.26,***,***,0.64,***,***,0.69,***,***,1.13,***,***,***,***,***,***,***,***,0.51,***,***,0.40,***,***,0.32,***,***,0.55,***,***,0.93,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 13,***,***,***,***,***,***,***,***,***,***,0.38,***,***,0.37,***,***,0.80,***,***,0.68,***,***,0.71,***,***,0.70,***,***,***,***,***,0.28,***,***,0.18,***,***,0.24,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 15,***,***,***,***,***,***,***,***,***,***,0.50,***,***,0.45,***,***,0.24,***,***,0.96,***,***,1.03,***,***,0.84,***,***,***,***,***,0.66,***,***,0.54,***,***,0.44,***,***,***,***,***,***,***,***,0.38,***,***,0.50,***,***,0.16,***,***,***,***,***,***,***,***,***,***,***
PIPN 16,***,***,***,***,***,***,***,***,***,***,0.26,***,***,0.44,***,***,0.70,***,***,0.55,***,***,0.81,***,***,1.17,***,***,***,***,***,0.60,***,***,0.41,***,***,0.61,***,***,***,***,***,***,***,***,0.18,***,***,0.49,***,***,0.47,***,***,***,***,***,***,***,***,***,***,***
PIPN 17,***,***,***,***,***,***,***,***,***,***,0.46,***,***,0.38,***,***,0.61,***,***,0.63,***,***,0.75,***,***,0.88,***,***,***,***,***,0.22,***,***,0.38,***,***,0.54,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 18,***,***,***,***,***,***,***,***,***,***,0.81,***,***,0.21,***,***,0.62,***,***,0.58,***,***,0.91,***,***,1.01,***,***,***,***,***,0.37,***,***,0.40,***,***,0.62,***,***,***,***,***,***,***,***,0.37,***,***,0.47,***,***,0.44,***,***,***,***,***,***,***,***,***,***,***
PIPN 19,***,***,***,***,***,***,***,***,***,***,0.88,***,***,0.22,***,***,0.71,***,***,0.83,***,***,0.60,***,***,0.83,***,***,***,***,***,0.49,***,***,0.44,***,***,0.36,***,***,***,***,***,***,***,***,0.41,***,***,0.41,***,***,0.42,***,***,***,***,***,***,***,***,***,***,***
PIPN 20,***,***,***,***,***,***,***,***,***,***,0.34,***,***,0.34,***,***,0.68,***,***,0.86,***,***,0.42,***,***,0.46,***,***,***,***,***,0.30,***,***,0.42,***,***,0.30,***,***,***,***,***,***,***,***,0.32,***,***,0.34,***,***,0.24,***,***,***,***,***,***,***,***,***,***,***
PIPN 21,***,***,***,***,***,***,***,***,***,***,0.56,***,***,0.45,***,***,0.27,***,***,0.98,***,***,1.06,***,***,1.26,***,***,***,***,***,0.56,***,***,0.52,***,***,0.60,***,***,***,***,***,***,***,***,0.31,***,***,0.75,***,***,0.63,***,***,***,***,***,***,***,***,***,***,***
PIPN 22,***,***,***,***,***,***,***,***,***,***,0.42,***,***,0.34,***,***,0.60,***,***,0.75,***,***,0.69,***,***,0.71,***,***,***,***,***,0.66,***,***,0.53,***,***,0.60,***,***,***,***,***,***,***,***,0.20,***,***,0.36,***,***,0.12,***,***,***,***,***,***,***,***,***,***,***
PIPN 26,***,***,***,***,***,***,***,***,***,***,1.77,***,***,0.70,***,***,0.66,***,***,0.88,***,***,0.79,***,***,***,***,***,***,***,***,0.28,***,***,0.59,***,***,0.46,***,***,0.95,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 27,***,***,***,***,***,***,***,***,***,***,1.86,***,***,0.13,***,***,0.42,***,***,0.90,***,***,0.59,***,***,0.74,***,***,***,***,***,0.71,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 28,***,***,***,***,***,***,***,***,***,***,0.90,***,***,0.20,***,***,0.52,***,***,0.54,***,***,0.55,***,***,0.62,***,***,***,***,***,0.56,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 29,***,***,***,***,***,***,***,***,***,***,1.31,***,***,0.10,***,***,0.59,***,***,0.48,***,***,0.42,***,***,***,***,***,***,***,***,0.17,***,***,0.25,***,***,0.19,***,***,0.38,***,***,***,***,***,0.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 01,***,***,***,***,***,***,***,***,***,***,0.87,***,***,0.44,***,***,0.41,***,***,0.53,***,***,0.55,***,***,***,***,***,***,***,***,0.39,***,***,0.44,***,***,0.63,***,***,0.73,***,***,***,***,***,0.09,***,***,0.16,***,***,0.18,***,***,0.68,***,***,0.66,***,***,***,***,***
PIPO 02,***,***,***,***,***,***,***,***,***,***,0.32,***,***,0.37,***,***,0.32,***,***,0.67,***,***,0.19,***,***,***,***,***,***,***,***,0.29,***,***,0.57,***,***,0.30,***,***,0.57,***,***,***,***,***,0.19,***,***,0.27,***,***,0.25,***,***,0.35,***,***,0.56,***,***,***,***,***
PIPO 05,***,***,***,***,***,***,***,***,***,***,1.12,***,***,0.39,***,***,***,***,***,0.42,***,***,0.23,***,***,***,***,***,***,***,***,0.23,***,***,0.25,***,***,0.28,***,***,0.69,***,***,***,***,***,0.17,***,***,0.22,***,***,0.38,***,***,0.40,***,***,***,***,***,***,***,***
PIPO 06,***,***,***,***,***,***,***,***,***,***,0.52,***,***,0.30,***,***,0.53,***,***,0.47,***,***,0.40,***,***,***,***,***,***,***,***,0.25,***,***,0.26,***,***,0.38,***,***,0.72,***,***,***,***,***,0.18,***,***,0.20,***,***,0.52,***,***,0.70,***,***,***,***,***,***,***,***
PIPO 07,***,***,***,***,***,***,***,***,***,***,0.74,***,***,0.37,***,***,0.36,***,***,0.54,***,***,0.45,***,***,***,***,***,***,***,***,0.30,***,***,0.26,***,***,0.51,***,***,0.75,***,***,***,***,***,0.04,***,***,0.14,***,***,0.22,***,***,0.60,***,***,0.39,***,***,***,***,***
PIPO 08,***,***,***,***,***,***,***,***,***,***,0.60,***,***,0.17,***,***,***,***,***,0.70,***,***,0.47,***,***,0.91,***,***,0.72,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 09,***,***,***,***,***,***,***,***,***,***,1.17,***,***,0.19,***,***,0.28,***,***,0.61,***,***,0.42,***,***,***,***,***,***,***,***,0.10,***,***,0.32,***,***,0.51,***,***,0.44,***,***,***,***,***,0.44,***,***,0.45,***,***,0.15,***,***,0.46,***,***,0.66,***,***,***,***,***
PIPO 10,***,***,***,***,***,***,***,***,***,***,0.92,***,***,0.40,***,***,0.58,***,***,0.22,***,***,0.24,***,***,***,***,***,***,***,***,0.16,***,***,0.33,***,***,0.25,***,***,0.56,***,***,***,***,***,0.17,***,***,0.19,***,***,0.44,***,***,0.44,***,***,***,***,***,***,***,***
PIPO 11,***,***,***,***,***,***,***,***,***,***,1.21,***,***,0.15,***,***,0.45,***,***,0.74,***,***,0.85,***,***,***,***,***,***,***,***,0.26,***,***,0.25,***,***,0.74,***,***,0.53,***,***,***,***,***,0.16,***,***,0.26,***,***,0.50,***,***,0.43,***,***,***,***,***,***,***,***
PIPO 12,***,***,***,***,***,***,***,***,***,***,1.38,***,***,0.33,***,***,0.58,***,***,0.69,***,***,0.34,***,***,***,***,***,***,***,***,0.24,***,***,0.24,***,***,0.47,***,***,0.86,***,***,***,***,***,0.11,***,***,0.27,***,***,0.34,***,***,0.48,***,***,***,***,***,***,***,***
PIPO 13,***,***,***,***,***,***,***,***,***,***,1.14,***,***,0.53,***,***,0.85,***,***,0.54,***,***,0.57,***,***,***,***,***,***,***,***,0.12,***,***,0.73,***,***,0.44,***,***,0.84,***,***,***,***,***,0.44,***,***,0.40,***,***,0.14,***,***,0.53,***,***,0.96,***,***,***,***,***
PIPO 14,***,***,***,***,***,***,***,***,***,***,0.55,***,***,0.24,***,***,0.37,***,***,0.33,***,***,0.54,***,***,***,***,***,***,***,***,0.05,***,***,0.50,***,***,0.63,***,***,0.50,***,***,***,***,***,0.31,***,***,0.53,***,***,0.20,***,***,0.34,***,***,0.70,***,***,***,***,***
PIPO 15,***,***,***,***,***,***,***,***,***,***,0.88,***,***,0.38,***,***,0.77,***,***,0.65,***,***,0.50,***,***,***,***,***,***,***,***,0.61,***,***,0.76,***,***,0.66,***,***,0.45,***,***,***,***,***,0.20,***,***,0.36,***,***,0.54,***,***,0.77,***,***,***,***,***,***,***,***
PIPO 16,***,***,***,***,***,***,***,***,***,***,0.99,***,***,0.21,***,***,0.09,***,***,0.20,***,***,0.48,***,***,0.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 17,***,***,***,***,***,***,***,***,***,***,1.18,***,***,0.51,***,***,0.29,***,***,0.58,***,***,1.21,***,***,***,***,***,***,***,***,0.61,***,***,0.61,***,***,0.76,***,***,0.67,***,***,***,***,***,0.71,***,***,0.61,***,***,0.59,***,***,0.81,***,***,***,***,***,***,***,***
PIPO 19,***,***,***,***,***,***,***,***,***,***,1.20,***,***,***,***,***,0.67,***,***,0.34,***,***,0.40,***,***,1.29,***,***,***,***,***,0.09,***,***,0.24,***,***,0.18,***,***,0.41,***,***,0.60,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 20,***,***,***,***,***,***,***,***,***,***,0.76,***,***,0.42,***,***,0.43,***,***,0.46,***,***,1.09,***,***,***,***,***,***,***,***,1.10,***,***,0.76,***,***,1.00,***,***,0.59,***,***,***,***,***,0.67,***,***,0.92,***,***,0.57,***,***,0.77,***,***,***,***,***,***,***,***
PIPO 21,***,***,***,***,***,***,***,***,***,***,1.46,***,***,0.38,***,***,0.29,***,***,0.38,***,***,0.69,***,***,***,***,***,***,***,***,0.66,***,***,0.53,***,***,0.71,***,***,0.50,***,***,***,***,***,0.48,***,***,0.60,***,***,0.59,***,***,0.64,***,***,***,***,***,***,***,***
PIPO 22,***,***,***,***,***,***,***,***,***,***,0.85,***,***,0.39,***,***,0.29,***,***,0.42,***,***,0.87,***,***,***,***,***,***,***,***,0.70,***,***,0.51,***,***,0.59,***,***,0.61,***,***,***,***,***,0.37,***,***,0.68,***,***,0.43,***,***,0.83,***,***,***,***,***,***,***,***
PIPO 23,***,***,***,***,***,***,***,***,***,***,1.02,***,***,0.10,***,***,0.17,***,***,0.22,***,***,0.48,***,***,0.78,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 24,***,***,***,***,***,***,***,***,***,***,1.04,***,***,0.78,***,***,0.52,***,***,0.77,***,***,1.04,***,***,1.02,***,***,***,***,***,0.33,***,***,0.67,***,***,0.63,***,***,0.79,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 26,***,***,***,***,***,***,***,***,***,***,0.23,***,***,0.41,***,***,0.58,***,***,0.71,***,***,0.60,***,***,0.98,***,***,***,***,***,0.18,***,***,0.25,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 31,***,***,***,***,***,***,***,***,***,***,1.09,***,***,0.29,***,***,0.40,***,***,0.49,***,***,0.48,***,***,1.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 33,***,***,***,***,***,***,***,***,***,***,0.76,***,***,0.32,***,***,0.38,***,***,0.25,***,***,0.32,***,***,0.64,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 35,***,***,***,***,***,***,***,***,***,***,0.50,***,***,0.25,***,***,0.11,***,***,0.18,***,***,0.60,***,***,0.66,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 36,***,***,***,***,***,***,***,***,***,***,0.64,***,***,0.72,***,***,0.42,***,***,0.29,***,***,0.55,***,***,1.15,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 37,***,***,***,***,***,***,***,***,***,***,1.06,***,***,0.39,***,***,0.47,***,***,0.58,***,***,0.36,***,***,0.78,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 38,***,***,***,***,***,***,***,***,***,***,0.75,***,***,0.11,***,***,0.40,***,***,0.31,***,***,0.61,***,***,0.53,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 39,***,***,***,***,***,***,***,***,***,***,0.73,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 40,***,***,***,***,***,***,***,***,***,***,1.00,***,***,0.18,***,***,0.18,***,***,0.57,***,***,0.65,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 41,***,***,***,***,***,***,***,***,***,***,0.40,***,***,0.27,***,***,0.39,***,***,0.51,***,***,0.57,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 01,***,***,***,***,***,***,***,***,***,***,0.18,***,***,***,***,***,0.28,***,***,0.29,***,***,0.36,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 05,***,***,***,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.10,***,***,0.20,***,***,0.66,***,***,1.06,***,***,***,***,***,0.00,***,***,0.08,***,***,0.42,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 06,***,***,***,***,***,***,***,***,***,***,***,***,***,0.05,***,***,0.13,***,***,0.33,***,***,0.58,***,***,0.57,***,***,***,***,***,0.09,***,***,0.12,***,***,0.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 07,***,***,***,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.04,***,***,0.15,***,***,0.71,***,***,0.62,***,***,***,***,***,0.02,***,***,0.10,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 08,***,***,***,***,***,***,***,***,***,***,***,***,***,0.09,***,***,0.10,***,***,0.15,***,***,0.55,***,***,0.60,***,***,***,***,***,0.22,***,***,0.22,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 09,***,***,***,***,***,***,***,***,***,***,***,***,***,0.06,***,***,0.17,***,***,0.35,***,***,0.39,***,***,0.63,***,***,***,***,***,0.15,***,***,0.16,***,***,0.28,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 02,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.02,***,***,0.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,0.98,0.88,0.10,9.88,0.77,0.21,21.60,0.63,0.34,35.10,0.85,0.12,12.57,0.29,0.68,69.78,0.38,0.60,61.13,0.48,0.50,50.99,0.60,0.37,38.27,0.78,0.19,19.57,0.86,0.12,12.38,0.28,0.70,71.63,0.33,0.65,66.19,0.41,0.56,57.65,0.55,0.42,43.52,0.70,0.28,28.36,0.28,0.69,71.22,0.40,0.58,59.23,0.36,0.61,62.78,0.60,0.38,38.65,0.62,0.36,36.65,0.32,0.66,67.63
