ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = Total
Units = Tons per Acre

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIPN 05,***,***,***,***,***,***,***,***,***,***,54.77,***,***,31.20,***,***,25.72,***,***,46.99,***,***,30.54,***,***,***,***,***,***,***,***,3.20,***,***,10.82,***,***,12.40,***,***,28.93,***,***,39.85,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 06,***,***,***,***,***,***,***,***,***,***,35.31,***,***,11.91,***,***,13.87,***,***,14.38,***,***,12.69,***,***,9.82,***,***,***,***,***,9.32,***,***,6.91,***,***,9.09,***,***,***,***,***,***,***,***,6.32,***,***,8.27,***,***,16.22,***,***,***,***,***,***,***,***,***,***,***
PIPN 07,***,***,***,***,***,***,***,***,***,***,17.38,***,***,5.42,***,***,1.98,***,***,4.93,***,***,6.40,***,***,***,***,***,***,***,***,1.85,***,***,7.94,***,***,5.52,***,***,***,***,***,***,***,***,2.44,***,***,3.73,***,***,2.52,***,***,4.57,***,***,5.68,***,***,8.72,***,***
PIPN 08,***,***,***,***,***,***,***,***,***,***,23.86,***,***,8.18,***,***,5.74,***,***,10.15,***,***,9.59,***,***,25.23,***,***,***,***,***,11.06,***,***,8.17,***,***,10.63,***,***,***,***,***,***,***,***,8.98,***,***,19.79,***,***,28.17,***,***,***,***,***,***,***,***,***,***,***
PIPN 09,***,***,***,***,***,***,***,***,***,***,15.40,***,***,10.10,***,***,10.98,***,***,16.26,***,***,12.02,***,***,***,***,***,***,***,***,5.40,***,***,12.19,***,***,7.87,***,***,11.82,***,***,12.46,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 10,***,***,***,***,***,***,***,***,***,***,12.47,***,***,5.29,***,***,4.61,***,***,5.36,***,***,7.64,***,***,***,***,***,***,***,***,4.48,***,***,5.00,***,***,5.25,***,***,3.45,***,***,10.02,***,***,8.15,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 12,***,***,***,***,***,***,***,***,***,***,35.55,***,***,19.08,***,***,15.90,***,***,21.48,***,***,19.78,***,***,***,***,***,***,***,***,10.34,***,***,8.88,***,***,12.21,***,***,16.24,***,***,17.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 13,***,***,***,***,***,***,***,***,***,***,12.67,***,***,6.14,***,***,7.57,***,***,6.86,***,***,5.95,***,***,4.77,***,***,***,***,***,3.67,***,***,2.79,***,***,5.37,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 15,***,***,***,***,***,***,***,***,***,***,34.27,***,***,9.39,***,***,5.98,***,***,15.03,***,***,18.98,***,***,15.77,***,***,***,***,***,9.74,***,***,6.80,***,***,8.70,***,***,***,***,***,***,***,***,7.17,***,***,14.46,***,***,8.15,***,***,***,***,***,***,***,***,***,***,***
PIPN 16,***,***,***,***,***,***,***,***,***,***,33.80,***,***,11.77,***,***,9.22,***,***,13.81,***,***,11.68,***,***,19.86,***,***,***,***,***,8.77,***,***,7.37,***,***,8.00,***,***,***,***,***,***,***,***,5.05,***,***,9.87,***,***,9.28,***,***,***,***,***,***,***,***,***,***,***
PIPN 17,***,***,***,***,***,***,***,***,***,***,41.58,***,***,17.45,***,***,14.58,***,***,10.22,***,***,10.93,***,***,14.20,***,***,***,***,***,4.78,***,***,6.70,***,***,7.51,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 18,***,***,***,***,***,***,***,***,***,***,26.93,***,***,11.54,***,***,4.79,***,***,7.64,***,***,14.49,***,***,37.74,***,***,***,***,***,43.40,***,***,52.49,***,***,35.27,***,***,***,***,***,***,***,***,42.37,***,***,45.82,***,***,28.37,***,***,***,***,***,***,***,***,***,***,***
PIPN 19,***,***,***,***,***,***,***,***,***,***,52.16,***,***,13.38,***,***,14.70,***,***,11.98,***,***,16.62,***,***,18.20,***,***,***,***,***,9.12,***,***,6.55,***,***,7.31,***,***,***,***,***,***,***,***,7.32,***,***,8.71,***,***,8.16,***,***,***,***,***,***,***,***,***,***,***
PIPN 20,***,***,***,***,***,***,***,***,***,***,30.93,***,***,9.79,***,***,8.50,***,***,14.62,***,***,11.56,***,***,22.80,***,***,***,***,***,12.04,***,***,12.54,***,***,9.55,***,***,***,***,***,***,***,***,10.32,***,***,14.14,***,***,21.66,***,***,***,***,***,***,***,***,***,***,***
PIPN 21,***,***,***,***,***,***,***,***,***,***,51.80,***,***,9.57,***,***,6.57,***,***,14.98,***,***,12.41,***,***,16.58,***,***,***,***,***,12.05,***,***,8.83,***,***,11.39,***,***,***,***,***,***,***,***,8.96,***,***,40.39,***,***,33.34,***,***,***,***,***,***,***,***,***,***,***
PIPN 22,***,***,***,***,***,***,***,***,***,***,24.40,***,***,16.75,***,***,7.29,***,***,12.37,***,***,9.27,***,***,11.44,***,***,***,***,***,6.87,***,***,6.37,***,***,5.97,***,***,***,***,***,***,***,***,3.13,***,***,5.58,***,***,5.40,***,***,***,***,***,***,***,***,***,***,***
PIPN 26,***,***,***,***,***,***,***,***,***,***,17.68,***,***,9.30,***,***,7.97,***,***,6.77,***,***,11.58,***,***,***,***,***,***,***,***,11.73,***,***,4.14,***,***,6.71,***,***,9.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 27,***,***,***,***,***,***,***,***,***,***,31.97,***,***,13.54,***,***,10.50,***,***,14.96,***,***,16.87,***,***,13.26,***,***,***,***,***,10.50,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 28,***,***,***,***,***,***,***,***,***,***,23.24,***,***,3.72,***,***,4.76,***,***,3.44,***,***,4.31,***,***,5.14,***,***,***,***,***,6.21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 29,***,***,***,***,***,***,***,***,***,***,25.77,***,***,8.35,***,***,8.64,***,***,9.46,***,***,29.16,***,***,***,***,***,***,***,***,5.95,***,***,6.52,***,***,6.37,***,***,42.51,***,***,***,***,***,17.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 01,***,***,***,***,***,***,***,***,***,***,21.86,***,***,5.09,***,***,5.12,***,***,14.83,***,***,4.57,***,***,***,***,***,***,***,***,11.16,***,***,10.87,***,***,14.01,***,***,16.68,***,***,***,***,***,8.39,***,***,7.93,***,***,8.71,***,***,13.89,***,***,12.84,***,***,***,***,***
PIPO 02,***,***,***,***,***,***,***,***,***,***,16.93,***,***,4.39,***,***,5.53,***,***,7.08,***,***,5.02,***,***,***,***,***,***,***,***,4.27,***,***,4.18,***,***,5.52,***,***,3.43,***,***,***,***,***,2.33,***,***,4.16,***,***,4.05,***,***,5.41,***,***,6.29,***,***,***,***,***
PIPO 05,***,***,***,***,***,***,***,***,***,***,13.58,***,***,3.33,***,***,***,***,***,3.09,***,***,1.45,***,***,***,***,***,***,***,***,3.20,***,***,2.29,***,***,2.48,***,***,6.28,***,***,***,***,***,2.48,***,***,2.88,***,***,3.21,***,***,2.82,***,***,***,***,***,***,***,***
PIPO 06,***,***,***,***,***,***,***,***,***,***,7.48,***,***,2.80,***,***,5.76,***,***,4.15,***,***,2.20,***,***,***,***,***,***,***,***,0.85,***,***,3.19,***,***,3.48,***,***,3.31,***,***,***,***,***,1.85,***,***,1.30,***,***,2.42,***,***,2.71,***,***,***,***,***,***,***,***
PIPO 07,***,***,***,***,***,***,***,***,***,***,7.41,***,***,6.25,***,***,5.85,***,***,9.99,***,***,7.30,***,***,***,***,***,***,***,***,7.43,***,***,5.03,***,***,6.31,***,***,5.46,***,***,***,***,***,3.71,***,***,2.49,***,***,2.75,***,***,4.09,***,***,7.31,***,***,***,***,***
PIPO 08,***,***,***,***,***,***,***,***,***,***,17.16,***,***,6.37,***,***,***,***,***,9.24,***,***,6.37,***,***,8.62,***,***,8.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 09,***,***,***,***,***,***,***,***,***,***,15.55,***,***,6.72,***,***,4.97,***,***,6.78,***,***,2.47,***,***,***,***,***,***,***,***,2.77,***,***,3.27,***,***,5.44,***,***,5.09,***,***,***,***,***,4.30,***,***,3.12,***,***,2.95,***,***,4.44,***,***,6.00,***,***,***,***,***
PIPO 10,***,***,***,***,***,***,***,***,***,***,43.77,***,***,7.77,***,***,8.46,***,***,6.25,***,***,7.30,***,***,***,***,***,***,***,***,9.13,***,***,6.16,***,***,6.95,***,***,6.47,***,***,***,***,***,4.61,***,***,4.07,***,***,4.50,***,***,4.55,***,***,***,***,***,***,***,***
PIPO 11,***,***,***,***,***,***,***,***,***,***,14.93,***,***,12.75,***,***,9.21,***,***,9.12,***,***,8.80,***,***,***,***,***,***,***,***,6.18,***,***,6.73,***,***,8.23,***,***,7.74,***,***,***,***,***,3.04,***,***,3.03,***,***,7.43,***,***,6.77,***,***,***,***,***,***,***,***
PIPO 12,***,***,***,***,***,***,***,***,***,***,13.94,***,***,10.10,***,***,8.40,***,***,5.52,***,***,7.00,***,***,***,***,***,***,***,***,3.95,***,***,7.96,***,***,5.97,***,***,6.67,***,***,***,***,***,0.92,***,***,4.21,***,***,4.51,***,***,5.60,***,***,***,***,***,***,***,***
PIPO 13,***,***,***,***,***,***,***,***,***,***,12.60,***,***,7.14,***,***,7.69,***,***,4.13,***,***,8.71,***,***,***,***,***,***,***,***,2.74,***,***,2.65,***,***,4.39,***,***,4.59,***,***,***,***,***,4.44,***,***,2.18,***,***,2.26,***,***,5.35,***,***,8.15,***,***,***,***,***
PIPO 14,***,***,***,***,***,***,***,***,***,***,10.34,***,***,3.38,***,***,5.60,***,***,3.10,***,***,5.32,***,***,***,***,***,***,***,***,2.46,***,***,2.54,***,***,5.44,***,***,2.36,***,***,***,***,***,2.08,***,***,3.61,***,***,1.38,***,***,1.53,***,***,6.03,***,***,***,***,***
PIPO 15,***,***,***,***,***,***,***,***,***,***,20.57,***,***,7.19,***,***,11.07,***,***,9.61,***,***,8.63,***,***,***,***,***,***,***,***,16.95,***,***,13.46,***,***,21.69,***,***,14.86,***,***,***,***,***,5.78,***,***,6.28,***,***,6.04,***,***,14.17,***,***,***,***,***,***,***,***
PIPO 16,***,***,***,***,***,***,***,***,***,***,29.81,***,***,6.55,***,***,6.34,***,***,6.64,***,***,8.65,***,***,14.82,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 17,***,***,***,***,***,***,***,***,***,***,13.42,***,***,10.36,***,***,8.65,***,***,7.95,***,***,15.30,***,***,***,***,***,***,***,***,7.54,***,***,8.26,***,***,14.16,***,***,13.60,***,***,***,***,***,12.25,***,***,8.81,***,***,9.18,***,***,14.09,***,***,***,***,***,***,***,***
PIPO 19,***,***,***,***,***,***,***,***,***,***,19.23,***,***,***,***,***,9.94,***,***,3.03,***,***,12.29,***,***,40.35,***,***,***,***,***,14.62,***,***,15.34,***,***,11.50,***,***,13.81,***,***,14.68,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 20,***,***,***,***,***,***,***,***,***,***,24.84,***,***,18.17,***,***,15.98,***,***,12.56,***,***,21.39,***,***,***,***,***,***,***,***,21.30,***,***,16.84,***,***,20.77,***,***,18.01,***,***,***,***,***,23.25,***,***,25.04,***,***,24.87,***,***,29.12,***,***,***,***,***,***,***,***
PIPO 21,***,***,***,***,***,***,***,***,***,***,16.97,***,***,10.83,***,***,7.18,***,***,11.69,***,***,10.64,***,***,***,***,***,***,***,***,9.96,***,***,8.05,***,***,10.05,***,***,7.73,***,***,***,***,***,11.43,***,***,5.28,***,***,7.45,***,***,7.58,***,***,***,***,***,***,***,***
PIPO 22,***,***,***,***,***,***,***,***,***,***,10.26,***,***,9.13,***,***,9.42,***,***,6.80,***,***,12.30,***,***,***,***,***,***,***,***,14.16,***,***,7.47,***,***,12.51,***,***,10.22,***,***,***,***,***,11.62,***,***,7.61,***,***,9.51,***,***,12.35,***,***,***,***,***,***,***,***
PIPO 23,***,***,***,***,***,***,***,***,***,***,15.58,***,***,2.88,***,***,3.05,***,***,3.76,***,***,2.68,***,***,6.72,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 24,***,***,***,***,***,***,***,***,***,***,12.11,***,***,13.61,***,***,7.22,***,***,11.19,***,***,13.26,***,***,16.36,***,***,***,***,***,13.13,***,***,14.91,***,***,12.04,***,***,14.37,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 26,***,***,***,***,***,***,***,***,***,***,9.35,***,***,5.48,***,***,6.20,***,***,3.19,***,***,6.13,***,***,7.82,***,***,***,***,***,3.05,***,***,11.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 31,***,***,***,***,***,***,***,***,***,***,16.25,***,***,3.32,***,***,6.85,***,***,7.26,***,***,7.17,***,***,10.61,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 33,***,***,***,***,***,***,***,***,***,***,17.28,***,***,4.62,***,***,3.13,***,***,4.48,***,***,2.66,***,***,7.12,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 35,***,***,***,***,***,***,***,***,***,***,9.89,***,***,1.44,***,***,1.51,***,***,2.33,***,***,4.44,***,***,5.82,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 36,***,***,***,***,***,***,***,***,***,***,9.97,***,***,9.42,***,***,7.55,***,***,8.01,***,***,9.56,***,***,13.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 37,***,***,***,***,***,***,***,***,***,***,11.41,***,***,8.91,***,***,9.16,***,***,5.88,***,***,9.49,***,***,10.96,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 38,***,***,***,***,***,***,***,***,***,***,10.89,***,***,6.76,***,***,8.20,***,***,8.70,***,***,10.62,***,***,15.69,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 39,***,***,***,***,***,***,***,***,***,***,21.77,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 40,***,***,***,***,***,***,***,***,***,***,16.58,***,***,9.43,***,***,10.42,***,***,12.73,***,***,13.28,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 41,***,***,***,***,***,***,***,***,***,***,5.01,***,***,4.06,***,***,4.70,***,***,2.74,***,***,7.38,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 01,***,***,***,***,***,***,***,***,***,***,13.30,***,***,***,***,***,21.59,***,***,12.21,***,***,17.99,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 05,***,***,***,***,***,***,***,***,***,***,***,***,***,20.23,***,***,17.57,***,***,14.81,***,***,66.73,***,***,85.27,***,***,***,***,***,8.06,***,***,8.71,***,***,9.94,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 06,***,***,***,***,***,***,***,***,***,***,***,***,***,6.95,***,***,7.00,***,***,12.87,***,***,47.55,***,***,46.30,***,***,***,***,***,13.95,***,***,12.73,***,***,16.83,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 07,***,***,***,***,***,***,***,***,***,***,***,***,***,26.07,***,***,11.91,***,***,15.71,***,***,47.67,***,***,59.98,***,***,***,***,***,11.07,***,***,9.07,***,***,9.34,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 08,***,***,***,***,***,***,***,***,***,***,***,***,***,33.02,***,***,7.99,***,***,10.67,***,***,23.99,***,***,43.18,***,***,***,***,***,23.78,***,***,24.78,***,***,19.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 09,***,***,***,***,***,***,***,***,***,***,***,***,***,11.04,***,***,14.79,***,***,19.74,***,***,31.48,***,***,59.13,***,***,***,***,***,31.08,***,***,28.02,***,***,27.81,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 02,***,***,***,***,***,***,***,***,***,***,***,***,***,0.38,***,***,0.03,***,***,0.36,***,***,2.52,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,35.23,42.61,-7.38,-20.94,35.86,-0.63,-1.79,39.53,-4.30,-12.20,28.68,6.55,18.61,12.74,22.49,63.83,11.92,23.31,66.15,12.54,22.69,64.40,17.59,17.64,50.07,30.13,5.10,14.49,51.01,-15.78,-44.79,11.70,23.53,66.78,11.77,23.46,66.60,11.82,23.41,66.46,15.07,20.17,57.24,23.98,11.25,31.93,10.31,24.92,70.73,11.09,24.14,68.52,9.93,25.30,71.82,8.02,27.21,77.24,7.53,27.70,78.63,12.99,22.24,63.13
