ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = Total
Units = Tons per Acre

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIEN 04,32.03,43.89,11.86,37.02,56.67,24.64,76.93,37.49,5.46,17.05,49.61,17.58,54.89,15.46,-16.57,-51.72,22.40,-9.63,-30.05,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 10,57.65,47.57,-10.08,-17.49,52.23,-5.42,-9.41,***,***,***,59.61,1.96,3.41,57.50,-0.15,-0.26,74.66,17.01,29.50,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 13,68.55,57.05,-11.50,-16.77,***,***,***,***,***,***,62.10,-6.45,-9.41,28.00,-40.55,-59.16,15.82,-52.73,-76.92,17.94,-50.62,-73.84,24.01,-44.54,-64.98,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 14,65.36,79.10,13.74,21.03,***,***,***,***,***,***,70.91,5.55,8.49,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 16,43.45,53.22,9.77,22.49,32.95,-10.50,-24.16,***,***,***,51.71,8.26,19.02,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 17,59.14,69.40,10.26,17.36,***,***,***,***,***,***,58.84,-0.30,-0.50,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 11,46.12,74.09,27.97,60.65,***,***,***,***,***,***,71.27,25.15,54.54,22.75,-23.36,-50.66,26.83,-19.28,-41.82,29.97,-16.15,-35.02,20.63,-25.49,-55.27,25.98,-20.14,-43.66,***,***,***,8.99,-37.13,-80.51,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 14,60.34,***,***,***,***,***,***,***,***,***,40.45,-19.89,-32.96,4.34,-55.99,-92.80,2.76,-57.58,-95.43,2.67,-57.67,-95.58,11.60,-48.74,-80.77,42.74,-17.59,-29.16,***,***,***,13.91,-46.42,-76.94,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 23,17.42,***,***,***,***,***,***,***,***,***,22.97,5.55,31.85,7.73,-9.69,-55.62,6.49,-10.93,-62.76,4.99,-12.43,-71.37,8.18,-9.23,-53.01,13.91,-3.51,-20.12,***,***,***,8.24,-9.18,-52.71,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 24,69.18,***,***,***,***,***,***,***,***,***,61.99,-7.18,-10.39,2.50,-66.67,-96.38,6.06,-63.12,-91.24,17.24,-51.94,-75.08,9.46,-59.71,-86.32,54.20,-14.98,-21.65,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 25,18.21,14.41,-3.79,-20.83,***,***,***,***,***,***,11.22,-6.99,-38.41,10.31,-7.90,-43.39,9.56,-8.65,-47.52,15.40,-2.81,-15.45,12.89,-5.32,-29.23,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 30,31.97,***,***,***,***,***,***,***,***,***,28.01,-3.96,-12.39,6.85,-25.12,-78.58,7.27,-24.70,-77.26,7.88,-24.10,-75.36,7.23,-24.74,-77.38,20.03,-11.94,-37.34,***,***,***,15.79,-16.18,-50.61,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 03,6.54,***,***,***,***,***,***,***,***,***,7.53,0.99,15.16,4.61,-1.92,-29.41,2.55,-3.98,-60.94,3.37,-3.17,-48.49,3.01,-3.52,-53.93,***,***,***,***,***,***,3.68,-2.85,-43.63,3.44,-3.10,-47.42,3.51,-3.03,-46.35,3.78,-2.76,-42.19,5.58,-0.96,-14.71,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 04,14.87,***,***,***,***,***,***,***,***,***,9.24,-5.62,-37.81,4.42,-10.45,-70.29,4.30,-10.56,-71.06,9.84,-5.03,-33.82,5.83,-9.04,-60.79,***,***,***,***,***,***,2.10,-12.77,-85.89,1.47,-13.39,-90.09,2.09,-12.78,-85.97,2.41,-12.45,-83.77,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 18,17.58,19.20,1.62,9.21,17.71,0.13,0.75,***,***,***,26.14,8.56,48.67,5.42,-12.16,-69.17,4.86,-12.72,-72.37,8.81,-8.77,-49.87,12.53,-5.05,-28.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 25,22.90,***,***,***,***,***,***,***,***,***,20.92,-1.98,-8.64,13.83,-9.07,-39.61,16.48,-6.42,-28.03,11.04,-11.86,-51.78,12.69,-10.21,-44.57,18.80,-4.10,-17.90,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 27,16.53,15.77,-0.76,-4.57,***,***,***,***,***,***,11.05,-5.48,-33.16,8.06,-8.47,-51.22,4.76,-11.77,-71.18,7.26,-9.27,-56.10,10.61,-5.92,-35.83,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 28,15.25,***,***,***,***,***,***,***,***,***,10.91,-4.34,-28.44,5.89,-9.35,-61.34,3.72,-11.53,-75.63,3.77,-11.48,-75.27,4.43,-10.82,-70.94,8.79,-6.46,-42.35,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 29,18.24,21.25,3.02,16.56,18.90,0.66,3.64,***,***,***,22.86,4.63,25.38,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 30,24.70,***,***,***,***,***,***,***,***,***,18.83,-5.87,-23.78,8.04,-16.66,-67.44,4.16,-20.54,-83.17,6.61,-18.10,-73.25,4.83,-19.87,-80.44,9.83,-14.87,-60.21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 32,6.76,***,***,***,***,***,***,***,***,***,7.71,0.95,14.06,2.96,-3.79,-56.14,6.05,-0.71,-10.48,3.66,-3.10,-45.92,3.41,-3.35,-49.54,5.92,-0.83,-12.34,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 34,21.98,21.85,-0.13,-0.59,***,***,***,***,***,***,17.20,-4.79,-21.77,12.69,-9.29,-42.28,9.26,-12.72,-57.86,6.64,-15.34,-69.78,14.35,-7.63,-34.73,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 01,***,***,***,***,***,***,***,***,***,***,50.30,***,***,14.77,***,***,15.88,***,***,15.22,***,***,20.72,***,***,41.12,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 07,***,***,***,***,***,***,***,***,***,***,66.32,***,***,22.37,***,***,21.72,***,***,21.23,***,***,28.94,***,***,43.54,***,***,***,***,***,34.95,***,***,32.46,***,***,32.21,***,***,29.94,***,***,54.24,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 08,***,***,***,***,***,***,***,***,***,***,26.96,***,***,20.37,***,***,17.12,***,***,15.51,***,***,37.20,***,***,39.97,***,***,43.92,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 10,***,***,***,***,***,***,***,***,***,***,41.39,***,***,25.42,***,***,21.32,***,***,25.86,***,***,62.89,***,***,98.43,***,***,125.52,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 12,***,***,***,***,***,***,***,***,***,***,21.79,***,***,22.25,***,***,21.97,***,***,25.36,***,***,***,***,***,***,***,***,***,***,***,17.39,***,***,27.75,***,***,22.79,***,***,27.90,***,***,35.02,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 21,***,***,***,***,***,***,***,***,***,***,34.77,***,***,6.68,***,***,11.65,***,***,11.19,***,***,20.01,***,***,38.43,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 22,***,***,***,***,***,***,***,***,***,***,26.07,***,***,16.84,***,***,26.31,***,***,18.14,***,***,17.77,***,***,25.10,***,***,26.61,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 24,***,***,***,***,***,***,***,***,***,***,27.26,***,***,13.31,***,***,10.15,***,***,10.71,***,***,15.45,***,***,23.19,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 25,***,***,***,***,***,***,***,***,***,***,32.52,***,***,19.58,***,***,17.68,***,***,15.31,***,***,35.34,***,***,32.19,***,***,***,***,***,4.68,***,***,8.91,***,***,9.56,***,***,16.25,***,***,39.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 01,***,***,***,***,***,***,***,***,***,***,24.21,***,***,17.98,***,***,12.46,***,***,18.45,***,***,18.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 02,***,***,***,***,***,***,***,***,***,***,26.23,***,***,16.27,***,***,14.53,***,***,17.06,***,***,11.44,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 03,***,***,***,***,***,***,***,***,***,***,15.77,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 04,***,***,***,***,***,***,***,***,***,***,25.23,***,***,17.20,***,***,13.18,***,***,19.43,***,***,15.94,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 05,***,***,***,***,***,***,***,***,***,***,12.10,***,***,10.13,***,***,7.50,***,***,10.99,***,***,10.14,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 06,***,***,***,***,***,***,***,***,***,***,11.65,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 07,***,***,***,***,***,***,***,***,***,***,21.23,***,***,15.72,***,***,10.84,***,***,25.03,***,***,13.80,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 08,***,***,***,***,***,***,***,***,***,***,22.63,***,***,10.11,***,***,15.47,***,***,15.88,***,***,15.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 09,***,***,***,***,***,***,***,***,***,***,12.84,***,***,9.01,***,***,10.03,***,***,11.44,***,***,14.42,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 10,***,***,***,***,***,***,***,***,***,***,16.01,***,***,9.72,***,***,9.79,***,***,35.99,***,***,10.05,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 11,***,***,***,***,***,***,***,***,***,***,15.09,***,***,12.59,***,***,21.39,***,***,16.64,***,***,10.46,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 12,***,***,***,***,***,***,***,***,***,***,13.61,***,***,7.00,***,***,***,***,***,6.85,***,***,5.78,***,***,***,***,***,***,***,***,***,***,***,***,***,***,7.27,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 13,***,***,***,***,***,***,***,***,***,***,5.73,***,***,5.44,***,***,10.89,***,***,11.02,***,***,4.77,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 14,***,***,***,***,***,***,***,***,***,***,13.27,***,***,7.39,***,***,7.38,***,***,7.40,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 15,***,***,***,***,***,***,***,***,***,***,17.61,***,***,15.72,***,***,8.54,***,***,7.55,***,***,10.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 01,***,***,***,***,***,***,***,***,***,***,109.72,***,***,51.87,***,***,19.60,***,***,24.27,***,***,56.88,***,***,49.89,***,***,***,***,***,11.43,***,***,7.16,***,***,6.46,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 03,***,***,***,***,***,***,***,***,***,***,46.32,***,***,25.51,***,***,35.94,***,***,25.82,***,***,33.20,***,***,50.72,***,***,***,***,***,6.75,***,***,4.79,***,***,7.64,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 11,***,***,***,***,***,***,***,***,***,***,54.13,***,***,***,***,***,***,***,***,***,***,***,37.04,***,***,46.01,***,***,***,***,***,45.08,***,***,36.33,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 12,***,***,***,***,***,***,***,***,***,***,87.89,***,***,37.24,***,***,39.10,***,***,28.32,***,***,42.46,***,***,51.99,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 15,***,***,***,***,***,***,***,***,***,***,79.04,***,***,12.80,***,***,37.60,***,***,26.00,***,***,29.99,***,***,67.33,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 01,***,***,***,***,***,***,***,***,***,***,38.06,***,***,16.69,***,***,18.95,***,***,21.38,***,***,11.94,***,***,20.30,***,***,***,***,***,3.83,***,***,3.70,***,***,5.19,***,***,5.94,***,***,13.37,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 02,***,***,***,***,***,***,***,***,***,***,29.86,***,***,24.55,***,***,26.41,***,***,23.27,***,***,14.60,***,***,15.26,***,***,***,***,***,11.05,***,***,13.04,***,***,15.15,***,***,10.58,***,***,25.94,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 03,***,***,***,***,***,***,***,***,***,***,9.99,***,***,11.20,***,***,8.20,***,***,7.53,***,***,8.61,***,***,***,***,***,***,***,***,8.37,***,***,8.62,***,***,6.73,***,***,***,***,***,***,***,***,8.06,***,***,6.07,***,***,5.60,***,***,5.29,***,***,7.91,***,***,7.83,***,***
PIPN 04,***,***,***,***,***,***,***,***,***,***,24.24,***,***,22.85,***,***,15.45,***,***,27.65,***,***,30.89,***,***,***,***,***,***,***,***,17.49,***,***,20.05,***,***,19.24,***,***,16.00,***,***,17.18,***,***,12.83,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
