ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = Litter
Units = Tons per Acre

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIEN 01,***,***,***,***,***,***,***,***,***,***,4.67,***,***,0.26,***,***,0.35,***,***,1.29,***,***,1.85,***,***,2.15,***,***,***,***,***,0.21,***,***,0.32,***,***,0.67,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 03,***,***,***,***,***,***,***,***,***,***,4.26,***,***,2.61,***,***,1.17,***,***,4.43,***,***,4.03,***,***,4.78,***,***,***,***,***,0.21,***,***,0.30,***,***,1.65,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 11,***,***,***,***,***,***,***,***,***,***,5.28,***,***,***,***,***,***,***,***,***,***,***,3.01,***,***,3.17,***,***,***,***,***,0.46,***,***,0.43,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 12,***,***,***,***,***,***,***,***,***,***,4.12,***,***,2.54,***,***,2.04,***,***,0.89,***,***,2.63,***,***,3.30,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 15,***,***,***,***,***,***,***,***,***,***,5.51,***,***,0.21,***,***,0.27,***,***,1.37,***,***,3.69,***,***,3.77,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 01,***,***,***,***,***,***,***,***,***,***,2.18,***,***,0.25,***,***,0.64,***,***,1.97,***,***,0.95,***,***,2.30,***,***,***,***,***,0.06,***,***,0.21,***,***,0.56,***,***,1.16,***,***,1.34,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 02,***,***,***,***,***,***,***,***,***,***,3.13,***,***,0.47,***,***,0.97,***,***,1.33,***,***,1.10,***,***,1.65,***,***,***,***,***,0.02,***,***,0.22,***,***,0.61,***,***,0.77,***,***,1.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 03,***,***,***,***,***,***,***,***,***,***,1.19,***,***,0.67,***,***,0.56,***,***,0.35,***,***,1.67,***,***,***,***,***,***,***,***,0.27,***,***,1.10,***,***,0.70,***,***,***,***,***,***,***,***,0.51,***,***,0.44,***,***,0.49,***,***,1.31,***,***,0.84,***,***,0.84,***,***
PIPN 04,***,***,***,***,***,***,***,***,***,***,1.98,***,***,0.90,***,***,1.15,***,***,0.62,***,***,1.82,***,***,***,***,***,***,***,***,0.90,***,***,0.85,***,***,0.91,***,***,1.12,***,***,1.87,***,***,0.76,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 05,***,***,***,***,***,***,***,***,***,***,3.80,***,***,1.73,***,***,1.85,***,***,1.88,***,***,2.69,***,***,***,***,***,***,***,***,0.28,***,***,0.26,***,***,0.65,***,***,0.87,***,***,1.34,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 06,***,***,***,***,***,***,***,***,***,***,2.37,***,***,0.70,***,***,0.60,***,***,1.21,***,***,1.36,***,***,1.60,***,***,***,***,***,0.77,***,***,0.61,***,***,1.11,***,***,***,***,***,***,***,***,0.16,***,***,0.54,***,***,0.54,***,***,***,***,***,***,***,***,***,***,***
PIPN 07,***,***,***,***,***,***,***,***,***,***,1.66,***,***,0.36,***,***,0.43,***,***,0.40,***,***,1.83,***,***,***,***,***,***,***,***,0.77,***,***,1.21,***,***,1.09,***,***,***,***,***,***,***,***,0.44,***,***,0.90,***,***,0.75,***,***,1.58,***,***,1.03,***,***,0.45,***,***
PIPN 08,***,***,***,***,***,***,***,***,***,***,1.66,***,***,0.83,***,***,1.11,***,***,1.77,***,***,1.92,***,***,2.32,***,***,***,***,***,0.03,***,***,0.77,***,***,0.70,***,***,***,***,***,***,***,***,0.39,***,***,0.43,***,***,0.59,***,***,***,***,***,***,***,***,***,***,***
PIPN 09,***,***,***,***,***,***,***,***,***,***,2.21,***,***,1.03,***,***,0.64,***,***,1.64,***,***,1.94,***,***,***,***,***,***,***,***,1.12,***,***,1.30,***,***,1.01,***,***,0.89,***,***,1.88,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 10,***,***,***,***,***,***,***,***,***,***,0.82,***,***,0.41,***,***,0.71,***,***,0.63,***,***,1.87,***,***,***,***,***,***,***,***,0.40,***,***,0.82,***,***,0.56,***,***,0.69,***,***,1.25,***,***,0.98,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 12,***,***,***,***,***,***,***,***,***,***,2.88,***,***,0.48,***,***,1.18,***,***,1.26,***,***,2.07,***,***,***,***,***,***,***,***,0.93,***,***,0.73,***,***,0.58,***,***,1.01,***,***,1.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 13,***,***,***,***,***,***,***,***,***,***,0.69,***,***,0.68,***,***,1.47,***,***,1.25,***,***,1.31,***,***,1.29,***,***,***,***,***,0.50,***,***,0.33,***,***,0.44,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 15,***,***,***,***,***,***,***,***,***,***,0.92,***,***,0.83,***,***,0.44,***,***,1.75,***,***,1.88,***,***,1.54,***,***,***,***,***,1.20,***,***,0.99,***,***,0.81,***,***,***,***,***,***,***,***,0.69,***,***,0.92,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***
PIPN 16,***,***,***,***,***,***,***,***,***,***,0.48,***,***,0.81,***,***,1.27,***,***,1.00,***,***,1.48,***,***,2.14,***,***,***,***,***,1.09,***,***,0.76,***,***,1.11,***,***,***,***,***,***,***,***,0.33,***,***,0.90,***,***,0.87,***,***,***,***,***,***,***,***,***,***,***
PIPN 17,***,***,***,***,***,***,***,***,***,***,0.83,***,***,0.70,***,***,1.12,***,***,1.15,***,***,1.38,***,***,1.60,***,***,***,***,***,0.40,***,***,0.70,***,***,0.99,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 18,***,***,***,***,***,***,***,***,***,***,1.48,***,***,0.38,***,***,1.14,***,***,1.06,***,***,1.66,***,***,1.84,***,***,***,***,***,0.68,***,***,0.73,***,***,1.13,***,***,***,***,***,***,***,***,0.68,***,***,0.86,***,***,0.81,***,***,***,***,***,***,***,***,***,***,***
PIPN 19,***,***,***,***,***,***,***,***,***,***,1.60,***,***,0.41,***,***,1.30,***,***,1.51,***,***,1.09,***,***,1.52,***,***,***,***,***,0.89,***,***,0.81,***,***,0.66,***,***,***,***,***,***,***,***,0.74,***,***,0.75,***,***,0.77,***,***,***,***,***,***,***,***,***,***,***
PIPN 20,***,***,***,***,***,***,***,***,***,***,0.62,***,***,0.61,***,***,1.25,***,***,1.57,***,***,0.77,***,***,0.83,***,***,***,***,***,0.55,***,***,0.77,***,***,0.55,***,***,***,***,***,***,***,***,0.58,***,***,0.63,***,***,0.44,***,***,***,***,***,***,***,***,***,***,***
PIPN 21,***,***,***,***,***,***,***,***,***,***,1.03,***,***,0.82,***,***,0.49,***,***,1.80,***,***,1.94,***,***,2.31,***,***,***,***,***,1.02,***,***,0.94,***,***,1.10,***,***,***,***,***,***,***,***,0.57,***,***,1.37,***,***,1.15,***,***,***,***,***,***,***,***,***,***,***
PIPN 22,***,***,***,***,***,***,***,***,***,***,0.77,***,***,0.61,***,***,1.09,***,***,1.37,***,***,1.27,***,***,1.31,***,***,***,***,***,1.21,***,***,0.98,***,***,1.10,***,***,***,***,***,***,***,***,0.37,***,***,0.66,***,***,0.22,***,***,***,***,***,***,***,***,***,***,***
PIPN 26,***,***,***,***,***,***,***,***,***,***,3.24,***,***,1.28,***,***,1.21,***,***,1.61,***,***,1.45,***,***,***,***,***,***,***,***,0.52,***,***,1.09,***,***,0.84,***,***,1.74,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 27,***,***,***,***,***,***,***,***,***,***,3.41,***,***,0.24,***,***,0.77,***,***,1.64,***,***,1.09,***,***,1.36,***,***,***,***,***,1.30,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 28,***,***,***,***,***,***,***,***,***,***,1.65,***,***,0.36,***,***,0.95,***,***,0.99,***,***,1.01,***,***,1.13,***,***,***,***,***,1.02,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 29,***,***,***,***,***,***,***,***,***,***,2.40,***,***,0.17,***,***,1.09,***,***,0.87,***,***,0.77,***,***,***,***,***,***,***,***,0.32,***,***,0.46,***,***,0.34,***,***,0.69,***,***,***,***,***,0.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 01,***,***,***,***,***,***,***,***,***,***,2.41,***,***,1.23,***,***,1.14,***,***,1.46,***,***,1.53,***,***,***,***,***,***,***,***,1.08,***,***,1.22,***,***,1.76,***,***,2.03,***,***,***,***,***,0.24,***,***,0.44,***,***,0.49,***,***,1.87,***,***,1.83,***,***,***,***,***
PIPO 02,***,***,***,***,***,***,***,***,***,***,0.90,***,***,1.03,***,***,0.88,***,***,1.85,***,***,0.52,***,***,***,***,***,***,***,***,0.81,***,***,1.57,***,***,0.82,***,***,1.59,***,***,***,***,***,0.53,***,***,0.74,***,***,0.70,***,***,0.96,***,***,1.56,***,***,***,***,***
PIPO 05,***,***,***,***,***,***,***,***,***,***,3.12,***,***,1.09,***,***,***,***,***,1.16,***,***,0.63,***,***,***,***,***,***,***,***,0.64,***,***,0.69,***,***,0.78,***,***,1.90,***,***,***,***,***,0.46,***,***,0.60,***,***,1.05,***,***,1.11,***,***,***,***,***,***,***,***
PIPO 06,***,***,***,***,***,***,***,***,***,***,1.45,***,***,0.83,***,***,1.46,***,***,1.31,***,***,1.10,***,***,***,***,***,***,***,***,0.69,***,***,0.72,***,***,1.05,***,***,2.01,***,***,***,***,***,0.50,***,***,0.56,***,***,1.44,***,***,1.95,***,***,***,***,***,***,***,***
PIPO 07,***,***,***,***,***,***,***,***,***,***,2.05,***,***,1.02,***,***,1.00,***,***,1.49,***,***,1.24,***,***,***,***,***,***,***,***,0.83,***,***,0.72,***,***,1.40,***,***,2.07,***,***,***,***,***,0.10,***,***,0.37,***,***,0.62,***,***,1.67,***,***,1.09,***,***,***,***,***
PIPO 08,***,***,***,***,***,***,***,***,***,***,1.67,***,***,0.48,***,***,***,***,***,1.95,***,***,1.30,***,***,2.53,***,***,2.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 09,***,***,***,***,***,***,***,***,***,***,3.24,***,***,0.53,***,***,0.78,***,***,1.68,***,***,1.17,***,***,***,***,***,***,***,***,0.28,***,***,0.89,***,***,1.42,***,***,1.21,***,***,***,***,***,1.21,***,***,1.25,***,***,0.42,***,***,1.26,***,***,1.83,***,***,***,***,***
PIPO 10,***,***,***,***,***,***,***,***,***,***,2.54,***,***,1.10,***,***,1.61,***,***,0.60,***,***,0.67,***,***,***,***,***,***,***,***,0.44,***,***,0.90,***,***,0.70,***,***,1.56,***,***,***,***,***,0.46,***,***,0.53,***,***,1.21,***,***,1.21,***,***,***,***,***,***,***,***
PIPO 11,***,***,***,***,***,***,***,***,***,***,3.36,***,***,0.41,***,***,1.26,***,***,2.05,***,***,2.35,***,***,***,***,***,***,***,***,0.72,***,***,0.70,***,***,2.05,***,***,1.46,***,***,***,***,***,0.44,***,***,0.72,***,***,1.37,***,***,1.19,***,***,***,***,***,***,***,***
PIPO 12,***,***,***,***,***,***,***,***,***,***,3.82,***,***,0.91,***,***,1.62,***,***,1.90,***,***,0.93,***,***,***,***,***,***,***,***,0.67,***,***,0.67,***,***,1.29,***,***,2.40,***,***,***,***,***,0.31,***,***,0.74,***,***,0.94,***,***,1.33,***,***,***,***,***,***,***,***
PIPO 13,***,***,***,***,***,***,***,***,***,***,3.15,***,***,1.46,***,***,2.36,***,***,1.50,***,***,1.57,***,***,***,***,***,***,***,***,0.32,***,***,2.03,***,***,1.23,***,***,2.33,***,***,***,***,***,1.21,***,***,1.12,***,***,0.40,***,***,1.46,***,***,2.65,***,***,***,***,***
PIPO 14,***,***,***,***,***,***,***,***,***,***,1.51,***,***,0.67,***,***,1.03,***,***,0.91,***,***,1.51,***,***,***,***,***,***,***,***,0.13,***,***,1.38,***,***,1.74,***,***,1.39,***,***,***,***,***,0.85,***,***,1.46,***,***,0.56,***,***,0.94,***,***,1.94,***,***,***,***,***
PIPO 15,***,***,***,***,***,***,***,***,***,***,2.44,***,***,1.06,***,***,2.14,***,***,1.80,***,***,1.38,***,***,***,***,***,***,***,***,1.68,***,***,2.10,***,***,1.84,***,***,1.24,***,***,***,***,***,0.55,***,***,1.00,***,***,1.49,***,***,2.14,***,***,***,***,***,***,***,***
PIPO 16,***,***,***,***,***,***,***,***,***,***,2.74,***,***,0.57,***,***,0.24,***,***,0.55,***,***,1.33,***,***,1.93,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 17,***,***,***,***,***,***,***,***,***,***,3.28,***,***,1.42,***,***,0.79,***,***,1.60,***,***,3.35,***,***,***,***,***,***,***,***,1.69,***,***,1.68,***,***,2.11,***,***,1.85,***,***,***,***,***,1.96,***,***,1.68,***,***,1.64,***,***,2.24,***,***,***,***,***,***,***,***
PIPO 19,***,***,***,***,***,***,***,***,***,***,3.32,***,***,***,***,***,1.85,***,***,0.93,***,***,1.12,***,***,3.58,***,***,***,***,***,0.25,***,***,0.65,***,***,0.51,***,***,1.15,***,***,1.67,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 20,***,***,***,***,***,***,***,***,***,***,2.11,***,***,1.17,***,***,1.19,***,***,1.28,***,***,3.01,***,***,***,***,***,***,***,***,3.05,***,***,2.10,***,***,2.78,***,***,1.64,***,***,***,***,***,1.86,***,***,2.55,***,***,1.58,***,***,2.13,***,***,***,***,***,***,***,***
PIPO 21,***,***,***,***,***,***,***,***,***,***,4.04,***,***,1.06,***,***,0.79,***,***,1.06,***,***,1.92,***,***,***,***,***,***,***,***,1.84,***,***,1.48,***,***,1.98,***,***,1.40,***,***,***,***,***,1.34,***,***,1.67,***,***,1.64,***,***,1.78,***,***,***,***,***,***,***,***
PIPO 22,***,***,***,***,***,***,***,***,***,***,2.37,***,***,1.08,***,***,0.81,***,***,1.15,***,***,2.41,***,***,***,***,***,***,***,***,1.93,***,***,1.42,***,***,1.64,***,***,1.70,***,***,***,***,***,1.02,***,***,1.87,***,***,1.20,***,***,2.30,***,***,***,***,***,***,***,***
PIPO 23,***,***,***,***,***,***,***,***,***,***,2.84,***,***,0.28,***,***,0.48,***,***,0.60,***,***,1.33,***,***,2.15,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 24,***,***,***,***,***,***,***,***,***,***,2.88,***,***,2.17,***,***,1.44,***,***,2.12,***,***,2.87,***,***,2.83,***,***,***,***,***,0.91,***,***,1.86,***,***,1.75,***,***,2.19,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 26,***,***,***,***,***,***,***,***,***,***,0.62,***,***,1.15,***,***,1.60,***,***,1.96,***,***,1.66,***,***,2.73,***,***,***,***,***,0.51,***,***,0.69,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 31,***,***,***,***,***,***,***,***,***,***,3.03,***,***,0.80,***,***,1.12,***,***,1.37,***,***,1.33,***,***,2.97,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 33,***,***,***,***,***,***,***,***,***,***,2.10,***,***,0.87,***,***,1.06,***,***,0.68,***,***,0.88,***,***,1.76,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 35,***,***,***,***,***,***,***,***,***,***,1.39,***,***,0.69,***,***,0.30,***,***,0.50,***,***,1.67,***,***,1.84,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 36,***,***,***,***,***,***,***,***,***,***,1.77,***,***,1.99,***,***,1.17,***,***,0.81,***,***,1.53,***,***,3.19,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 37,***,***,***,***,***,***,***,***,***,***,2.94,***,***,1.09,***,***,1.30,***,***,1.61,***,***,0.99,***,***,2.15,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 38,***,***,***,***,***,***,***,***,***,***,2.08,***,***,0.30,***,***,1.11,***,***,0.87,***,***,1.69,***,***,1.48,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 39,***,***,***,***,***,***,***,***,***,***,2.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 40,***,***,***,***,***,***,***,***,***,***,2.78,***,***,0.50,***,***,0.49,***,***,1.57,***,***,1.81,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 41,***,***,***,***,***,***,***,***,***,***,1.10,***,***,0.74,***,***,1.08,***,***,1.41,***,***,1.57,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 01,***,***,***,***,***,***,***,***,***,***,1.99,***,***,***,***,***,3.18,***,***,3.26,***,***,4.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 05,***,***,***,***,***,***,***,***,***,***,***,***,***,0.16,***,***,0.52,***,***,1.05,***,***,3.53,***,***,5.67,***,***,***,***,***,0.00,***,***,0.44,***,***,2.24,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 06,***,***,***,***,***,***,***,***,***,***,***,***,***,0.27,***,***,0.71,***,***,1.75,***,***,3.09,***,***,3.08,***,***,***,***,***,0.47,***,***,0.62,***,***,2.42,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 07,***,***,***,***,***,***,***,***,***,***,***,***,***,0.16,***,***,0.20,***,***,0.82,***,***,3.79,***,***,3.34,***,***,***,***,***,0.11,***,***,0.55,***,***,1.57,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 08,***,***,***,***,***,***,***,***,***,***,***,***,***,0.50,***,***,0.52,***,***,0.81,***,***,2.97,***,***,3.22,***,***,***,***,***,1.18,***,***,1.16,***,***,1.54,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 09,***,***,***,***,***,***,***,***,***,***,***,***,***,0.31,***,***,0.89,***,***,1.89,***,***,2.11,***,***,3.37,***,***,***,***,***,0.79,***,***,0.83,***,***,1.50,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 02,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.03,***,***,0.20,***,***,0.88,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,3.63,3.45,0.18,4.83,3.23,0.40,11.03,3.12,0.50,13.81,3.06,0.56,15.52,1.09,2.53,69.88,1.42,2.21,60.86,1.75,1.88,51.83,2.12,1.50,41.43,2.47,1.16,31.90,3.42,0.21,5.78,0.71,2.92,80.50,0.90,2.73,75.26,1.26,2.37,65.37,1.62,2.01,55.31,1.78,1.85,50.91,0.72,2.90,80.01,0.99,2.63,72.57,0.88,2.75,75.81,1.58,2.05,56.42,1.60,2.03,55.96,0.78,2.84,78.43
