ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = 1-hr
Units = Tons per Acre

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIPN 06,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.08,***,***,0.04,***,***,0.03,***,***,0.03,***,***,0.06,***,***,***,***,***,0.03,***,***,0.03,***,***,0.03,***,***,***,***,***,***,***,***,0.03,***,***,0.02,***,***,0.07,***,***,***,***,***,***,***,***,***,***,***
PIPN 07,***,***,***,***,***,***,***,***,***,***,0.10,***,***,0.00,***,***,0.02,***,***,0.06,***,***,0.06,***,***,***,***,***,***,***,***,0.08,***,***,0.04,***,***,0.02,***,***,***,***,***,***,***,***,0.06,***,***,0.03,***,***,0.03,***,***,0.00,***,***,0.09,***,***,0.00,***,***
PIPN 08,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.02,***,***,0.04,***,***,0.03,***,***,0.05,***,***,0.00,***,***,***,***,***,0.00,***,***,0.01,***,***,0.03,***,***,***,***,***,***,***,***,0.07,***,***,0.06,***,***,0.09,***,***,***,***,***,***,***,***,***,***,***
PIPN 09,***,***,***,***,***,***,***,***,***,***,0.07,***,***,0.03,***,***,0.12,***,***,0.07,***,***,0.04,***,***,***,***,***,***,***,***,0.03,***,***,0.06,***,***,0.08,***,***,0.10,***,***,0.06,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 10,***,***,***,***,***,***,***,***,***,***,0.04,***,***,0.01,***,***,0.01,***,***,0.03,***,***,0.05,***,***,***,***,***,***,***,***,0.04,***,***,0.06,***,***,0.04,***,***,0.03,***,***,0.08,***,***,0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 12,***,***,***,***,***,***,***,***,***,***,0.04,***,***,0.02,***,***,0.03,***,***,0.02,***,***,0.02,***,***,***,***,***,***,***,***,0.03,***,***,0.01,***,***,0.03,***,***,0.00,***,***,0.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 13,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.03,***,***,0.02,***,***,0.02,***,***,0.04,***,***,0.02,***,***,***,***,***,0.03,***,***,0.03,***,***,0.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 15,***,***,***,***,***,***,***,***,***,***,0.07,***,***,0.02,***,***,0.04,***,***,0.02,***,***,0.03,***,***,0.07,***,***,***,***,***,0.05,***,***,0.04,***,***,0.11,***,***,***,***,***,***,***,***,0.02,***,***,0.06,***,***,0.04,***,***,***,***,***,***,***,***,***,***,***
PIPN 16,***,***,***,***,***,***,***,***,***,***,0.02,***,***,0.05,***,***,0.01,***,***,0.04,***,***,0.02,***,***,0.05,***,***,***,***,***,0.01,***,***,0.08,***,***,0.01,***,***,***,***,***,***,***,***,0.02,***,***,0.06,***,***,0.02,***,***,***,***,***,***,***,***,***,***,***
PIPN 17,***,***,***,***,***,***,***,***,***,***,0.02,***,***,0.03,***,***,0.04,***,***,0.05,***,***,0.00,***,***,0.05,***,***,***,***,***,0.00,***,***,0.02,***,***,0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 18,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.03,***,***,0.01,***,***,0.02,***,***,0.02,***,***,0.09,***,***,***,***,***,0.09,***,***,0.10,***,***,0.06,***,***,***,***,***,***,***,***,0.04,***,***,0.10,***,***,0.08,***,***,***,***,***,***,***,***,***,***,***
PIPN 19,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.03,***,***,0.00,***,***,0.03,***,***,0.07,***,***,0.12,***,***,***,***,***,0.11,***,***,0.09,***,***,0.12,***,***,***,***,***,***,***,***,0.03,***,***,0.01,***,***,0.10,***,***,***,***,***,***,***,***,***,***,***
PIPN 20,***,***,***,***,***,***,***,***,***,***,0.02,***,***,0.03,***,***,0.01,***,***,0.00,***,***,0.01,***,***,0.04,***,***,***,***,***,0.09,***,***,0.02,***,***,0.07,***,***,***,***,***,***,***,***,0.00,***,***,0.03,***,***,0.03,***,***,***,***,***,***,***,***,***,***,***
PIPN 21,***,***,***,***,***,***,***,***,***,***,0.09,***,***,0.05,***,***,0.06,***,***,0.06,***,***,0.03,***,***,0.18,***,***,***,***,***,0.04,***,***,0.04,***,***,0.09,***,***,***,***,***,***,***,***,0.07,***,***,0.11,***,***,0.05,***,***,***,***,***,***,***,***,***,***,***
PIPN 22,***,***,***,***,***,***,***,***,***,***,0.11,***,***,0.05,***,***,0.09,***,***,0.07,***,***,0.07,***,***,0.05,***,***,***,***,***,0.07,***,***,0.03,***,***,0.02,***,***,***,***,***,***,***,***,0.03,***,***,0.03,***,***,0.01,***,***,***,***,***,***,***,***,***,***,***
PIPN 26,***,***,***,***,***,***,***,***,***,***,0.09,***,***,0.03,***,***,0.15,***,***,0.09,***,***,0.04,***,***,***,***,***,***,***,***,0.03,***,***,0.03,***,***,0.05,***,***,0.02,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 27,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.03,***,***,0.01,***,***,0.03,***,***,0.06,***,***,0.07,***,***,***,***,***,0.12,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 28,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.00,***,***,0.00,***,***,0.01,***,***,0.02,***,***,0.04,***,***,***,***,***,0.09,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 29,***,***,***,***,***,***,***,***,***,***,0.09,***,***,0.00,***,***,0.03,***,***,0.03,***,***,0.11,***,***,***,***,***,***,***,***,0.06,***,***,0.09,***,***,0.05,***,***,0.01,***,***,***,***,***,0.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 01,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.06,***,***,0.08,***,***,0.03,***,***,0.12,***,***,***,***,***,***,***,***,0.00,***,***,0.01,***,***,0.03,***,***,0.03,***,***,***,***,***,0.05,***,***,0.03,***,***,0.03,***,***,0.03,***,***,0.08,***,***,***,***,***
PIPO 02,***,***,***,***,***,***,***,***,***,***,0.14,***,***,0.07,***,***,0.06,***,***,0.08,***,***,0.10,***,***,***,***,***,***,***,***,0.17,***,***,0.11,***,***,0.13,***,***,0.02,***,***,***,***,***,0.03,***,***,0.08,***,***,0.07,***,***,0.14,***,***,0.09,***,***,***,***,***
PIPO 05,***,***,***,***,***,***,***,***,***,***,0.02,***,***,0.01,***,***,***,***,***,0.02,***,***,0.03,***,***,***,***,***,***,***,***,0.03,***,***,0.02,***,***,0.05,***,***,0.00,***,***,***,***,***,0.03,***,***,0.02,***,***,0.03,***,***,0.03,***,***,***,***,***,***,***,***
PIPO 06,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.05,***,***,0.02,***,***,0.04,***,***,0.03,***,***,***,***,***,***,***,***,0.03,***,***,0.03,***,***,0.05,***,***,0.04,***,***,***,***,***,0.08,***,***,0.01,***,***,0.03,***,***,0.01,***,***,***,***,***,***,***,***
PIPO 07,***,***,***,***,***,***,***,***,***,***,0.11,***,***,0.03,***,***,0.04,***,***,0.01,***,***,0.08,***,***,***,***,***,***,***,***,0.03,***,***,0.01,***,***,0.03,***,***,0.02,***,***,***,***,***,0.03,***,***,0.05,***,***,0.05,***,***,0.03,***,***,0.11,***,***,***,***,***
PIPO 08,***,***,***,***,***,***,***,***,***,***,0.04,***,***,0.00,***,***,***,***,***,0.03,***,***,0.09,***,***,0.08,***,***,0.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 09,***,***,***,***,***,***,***,***,***,***,0.18,***,***,0.09,***,***,0.04,***,***,0.03,***,***,0.17,***,***,***,***,***,***,***,***,0.08,***,***,0.04,***,***,0.09,***,***,0.03,***,***,***,***,***,0.08,***,***,0.09,***,***,0.03,***,***,0.08,***,***,0.05,***,***,***,***,***
PIPO 10,***,***,***,***,***,***,***,***,***,***,0.21,***,***,0.06,***,***,0.04,***,***,0.11,***,***,0.07,***,***,***,***,***,***,***,***,0.03,***,***,0.03,***,***,0.04,***,***,0.14,***,***,***,***,***,0.02,***,***,0.03,***,***,0.03,***,***,0.02,***,***,***,***,***,***,***,***
PIPO 11,***,***,***,***,***,***,***,***,***,***,0.06,***,***,0.03,***,***,0.08,***,***,0.07,***,***,0.03,***,***,***,***,***,***,***,***,0.02,***,***,0.02,***,***,0.03,***,***,0.03,***,***,***,***,***,0.06,***,***,0.03,***,***,0.03,***,***,0.03,***,***,***,***,***,***,***,***
PIPO 12,***,***,***,***,***,***,***,***,***,***,0.10,***,***,0.03,***,***,0.09,***,***,0.04,***,***,0.03,***,***,***,***,***,***,***,***,0.00,***,***,0.03,***,***,0.03,***,***,0.06,***,***,***,***,***,0.02,***,***,0.03,***,***,0.01,***,***,0.03,***,***,***,***,***,***,***,***
PIPO 13,***,***,***,***,***,***,***,***,***,***,0.01,***,***,0.05,***,***,0.04,***,***,0.05,***,***,0.03,***,***,***,***,***,***,***,***,0.05,***,***,0.03,***,***,0.02,***,***,0.05,***,***,***,***,***,0.05,***,***,0.08,***,***,0.06,***,***,0.11,***,***,0.03,***,***,***,***,***
PIPO 14,***,***,***,***,***,***,***,***,***,***,0.08,***,***,0.08,***,***,0.01,***,***,0.10,***,***,0.04,***,***,***,***,***,***,***,***,0.08,***,***,0.04,***,***,0.07,***,***,0.03,***,***,***,***,***,0.02,***,***,0.01,***,***,0.03,***,***,0.02,***,***,0.03,***,***,***,***,***
PIPO 15,***,***,***,***,***,***,***,***,***,***,0.04,***,***,0.16,***,***,0.13,***,***,0.18,***,***,0.04,***,***,***,***,***,***,***,***,0.23,***,***,0.22,***,***,0.17,***,***,0.13,***,***,***,***,***,0.03,***,***,0.05,***,***,0.07,***,***,0.17,***,***,***,***,***,***,***,***
PIPO 16,***,***,***,***,***,***,***,***,***,***,0.10,***,***,0.03,***,***,0.03,***,***,0.06,***,***,0.10,***,***,0.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 17,***,***,***,***,***,***,***,***,***,***,0.33,***,***,0.16,***,***,0.24,***,***,0.13,***,***,0.27,***,***,***,***,***,***,***,***,0.18,***,***,0.19,***,***,0.21,***,***,0.23,***,***,***,***,***,0.13,***,***,0.07,***,***,0.14,***,***,0.14,***,***,***,***,***,***,***,***
PIPO 19,***,***,***,***,***,***,***,***,***,***,0.04,***,***,***,***,***,0.07,***,***,0.02,***,***,0.03,***,***,0.08,***,***,***,***,***,0.03,***,***,0.06,***,***,0.07,***,***,0.02,***,***,0.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 20,***,***,***,***,***,***,***,***,***,***,0.12,***,***,0.23,***,***,0.22,***,***,0.13,***,***,0.09,***,***,***,***,***,***,***,***,0.08,***,***,0.12,***,***,0.08,***,***,0.12,***,***,***,***,***,0.13,***,***,0.08,***,***,0.15,***,***,0.09,***,***,***,***,***,***,***,***
PIPO 21,***,***,***,***,***,***,***,***,***,***,0.02,***,***,0.05,***,***,0.07,***,***,0.03,***,***,0.01,***,***,***,***,***,***,***,***,0.09,***,***,0.00,***,***,0.00,***,***,0.03,***,***,***,***,***,0.07,***,***,0.13,***,***,0.03,***,***,0.01,***,***,***,***,***,***,***,***
PIPO 22,***,***,***,***,***,***,***,***,***,***,0.01,***,***,0.01,***,***,0.08,***,***,0.04,***,***,0.05,***,***,***,***,***,***,***,***,0.06,***,***,0.03,***,***,0.02,***,***,0.03,***,***,***,***,***,0.01,***,***,0.03,***,***,0.02,***,***,0.03,***,***,***,***,***,***,***,***
PIPO 23,***,***,***,***,***,***,***,***,***,***,0.09,***,***,0.05,***,***,0.08,***,***,0.07,***,***,0.25,***,***,0.09,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 24,***,***,***,***,***,***,***,***,***,***,0.17,***,***,0.07,***,***,0.15,***,***,0.08,***,***,0.09,***,***,0.31,***,***,***,***,***,0.03,***,***,0.05,***,***,0.08,***,***,0.09,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 26,***,***,***,***,***,***,***,***,***,***,0.05,***,***,0.02,***,***,0.07,***,***,0.03,***,***,0.01,***,***,0.03,***,***,***,***,***,0.02,***,***,0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 31,***,***,***,***,***,***,***,***,***,***,0.15,***,***,0.03,***,***,0.17,***,***,0.23,***,***,0.13,***,***,0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 33,***,***,***,***,***,***,***,***,***,***,0.05,***,***,0.08,***,***,0.11,***,***,0.05,***,***,0.10,***,***,0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 35,***,***,***,***,***,***,***,***,***,***,0.04,***,***,0.03,***,***,0.03,***,***,0.06,***,***,0.02,***,***,0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 36,***,***,***,***,***,***,***,***,***,***,0.13,***,***,0.13,***,***,0.24,***,***,0.06,***,***,0.08,***,***,0.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 37,***,***,***,***,***,***,***,***,***,***,0.08,***,***,0.04,***,***,0.06,***,***,0.05,***,***,0.56,***,***,0.13,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 38,***,***,***,***,***,***,***,***,***,***,0.23,***,***,0.03,***,***,0.10,***,***,0.05,***,***,0.03,***,***,0.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 39,***,***,***,***,***,***,***,***,***,***,0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 40,***,***,***,***,***,***,***,***,***,***,0.14,***,***,0.11,***,***,0.16,***,***,0.05,***,***,0.06,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 41,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.05,***,***,0.02,***,***,0.01,***,***,0.05,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 01,***,***,***,***,***,***,***,***,***,***,0.15,***,***,***,***,***,0.19,***,***,0.13,***,***,0.15,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 05,***,***,***,***,***,***,***,***,***,***,***,***,***,0.02,***,***,0.08,***,***,0.10,***,***,0.16,***,***,0.18,***,***,***,***,***,0.00,***,***,0.02,***,***,0.05,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 06,***,***,***,***,***,***,***,***,***,***,***,***,***,0.03,***,***,0.02,***,***,0.04,***,***,0.10,***,***,0.15,***,***,***,***,***,0.06,***,***,0.05,***,***,0.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 07,***,***,***,***,***,***,***,***,***,***,***,***,***,0.02,***,***,0.00,***,***,0.00,***,***,0.05,***,***,0.06,***,***,***,***,***,0.02,***,***,0.03,***,***,0.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 08,***,***,***,***,***,***,***,***,***,***,***,***,***,0.08,***,***,0.10,***,***,0.05,***,***,0.09,***,***,0.18,***,***,***,***,***,0.09,***,***,0.26,***,***,0.14,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 09,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.01,***,***,0.02,***,***,0.14,***,***,0.14,***,***,***,***,***,0.08,***,***,0.19,***,***,0.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 02,***,***,***,***,***,***,***,***,***,***,***,***,***,0.01,***,***,0.01,***,***,0.01,***,***,0.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,0.21,0.20,0.01,3.78,0.20,0.01,4.75,0.44,-0.24,-115.15,0.16,0.04,21.50,0.07,0.13,63.76,0.10,0.11,52.59,0.09,0.12,56.86,0.16,0.05,23.14,0.15,0.06,27.28,0.20,0.01,3.49,0.05,0.16,75.62,0.07,0.14,66.74,0.07,0.13,64.48,0.09,0.12,57.31,0.11,0.10,47.80,0.05,0.16,77.80,0.06,0.15,71.60,0.05,0.16,76.13,0.05,0.15,73.52,0.06,0.14,70.21,0.06,0.14,68.83
