ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = 1000-hr Sound
Units = Tons per Acre

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIED 12,***,***,***,***,***,***,***,***,***,***,0.47,***,***,0.31,***,***,***,***,***,0.00,***,***,1.28,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.51,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 13,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.72,***,***,0.16,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 14,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 15,***,***,***,***,***,***,***,***,***,***,2.30,***,***,1.15,***,***,1.51,***,***,0.00,***,***,1.61,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 01,***,***,***,***,***,***,***,***,***,***,0.00,***,***,7.78,***,***,9.57,***,***,10.65,***,***,22.74,***,***,7.95,***,***,***,***,***,4.47,***,***,2.56,***,***,0.26,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 03,***,***,***,***,***,***,***,***,***,***,0.00,***,***,5.40,***,***,5.45,***,***,6.60,***,***,6.06,***,***,7.99,***,***,***,***,***,1.72,***,***,1.16,***,***,1.23,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 11,***,***,***,***,***,***,***,***,***,***,10.58,***,***,***,***,***,***,***,***,***,***,***,13.80,***,***,21.09,***,***,***,***,***,41.64,***,***,32.38,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 12,***,***,***,***,***,***,***,***,***,***,17.94,***,***,9.48,***,***,12.53,***,***,10.13,***,***,10.43,***,***,17.12,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 15,***,***,***,***,***,***,***,***,***,***,18.95,***,***,8.09,***,***,15.86,***,***,16.28,***,***,11.17,***,***,30.80,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 01,***,***,***,***,***,***,***,***,***,***,2.49,***,***,2.09,***,***,1.46,***,***,0.70,***,***,2.42,***,***,1.50,***,***,***,***,***,3.45,***,***,2.03,***,***,1.89,***,***,2.14,***,***,1.06,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 02,***,***,***,***,***,***,***,***,***,***,1.90,***,***,3.12,***,***,1.98,***,***,1.42,***,***,2.82,***,***,6.29,***,***,***,***,***,9.09,***,***,11.30,***,***,11.30,***,***,4.42,***,***,18.24,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 03,***,***,***,***,***,***,***,***,***,***,0.00,***,***,3.08,***,***,3.29,***,***,3.56,***,***,3.35,***,***,***,***,***,***,***,***,3.08,***,***,2.81,***,***,4.44,***,***,***,***,***,***,***,***,2.81,***,***,3.35,***,***,2.85,***,***,2.56,***,***,3.77,***,***,0.58,***,***
PIPN 04,***,***,***,***,***,***,***,***,***,***,3.24,***,***,8.49,***,***,1.97,***,***,14.45,***,***,17.91,***,***,***,***,***,***,***,***,7.08,***,***,12.41,***,***,13.43,***,***,7.85,***,***,1.04,***,***,8.59,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 05,***,***,***,***,***,***,***,***,***,***,13.60,***,***,6.24,***,***,3.87,***,***,13.72,***,***,2.62,***,***,***,***,***,***,***,***,2.15,***,***,9.34,***,***,10.23,***,***,24.34,***,***,18.52,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 06,***,***,***,***,***,***,***,***,***,***,6.26,***,***,6.89,***,***,5.55,***,***,3.35,***,***,6.63,***,***,3.64,***,***,***,***,***,3.93,***,***,3.93,***,***,3.35,***,***,***,***,***,***,***,***,3.64,***,***,3.93,***,***,3.93,***,***,***,***,***,***,***,***,***,***,***
PIPN 07,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,4.94,***,***
PIPN 08,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.22,***,***,0.70,***,***,0.47,***,***,16.69,***,***,***,***,***,9.38,***,***,5.52,***,***,8.49,***,***,***,***,***,***,***,***,0.00,***,***,9.34,***,***,20.35,***,***,***,***,***,***,***,***,***,***,***
PIPN 09,***,***,***,***,***,***,***,***,***,***,0.71,***,***,0.29,***,***,0.47,***,***,0.58,***,***,1.52,***,***,***,***,***,***,***,***,1.43,***,***,1.27,***,***,1.13,***,***,0.37,***,***,2.66,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 10,***,***,***,***,***,***,***,***,***,***,0.00,***,***,1.49,***,***,1.49,***,***,1.31,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 12,***,***,***,***,***,***,***,***,***,***,0.28,***,***,6.43,***,***,0.97,***,***,0.84,***,***,0.47,***,***,***,***,***,***,***,***,5.89,***,***,5.60,***,***,5.50,***,***,5.80,***,***,8.77,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 13,***,***,***,***,***,***,***,***,***,***,0.23,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,1.49,***,***,1.14,***,***,1.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 15,***,***,***,***,***,***,***,***,***,***,1.78,***,***,1.84,***,***,1.76,***,***,3.81,***,***,5.36,***,***,1.94,***,***,***,***,***,1.19,***,***,1.55,***,***,0.00,***,***,***,***,***,***,***,***,0.37,***,***,1.55,***,***,1.55,***,***,***,***,***,***,***,***,***,***,***
PIPN 16,***,***,***,***,***,***,***,***,***,***,11.80,***,***,4.56,***,***,4.41,***,***,3.84,***,***,5.21,***,***,4.19,***,***,***,***,***,3.34,***,***,3.19,***,***,3.19,***,***,***,***,***,***,***,***,1.92,***,***,2.14,***,***,2.54,***,***,***,***,***,***,***,***,***,***,***
PIPN 17,***,***,***,***,***,***,***,***,***,***,15.91,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.29,***,***,***,***,***,1.96,***,***,1.70,***,***,1.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 18,***,***,***,***,***,***,***,***,***,***,5.07,***,***,1.86,***,***,0.00,***,***,1.32,***,***,1.51,***,***,31.98,***,***,***,***,***,39.48,***,***,47.71,***,***,30.00,***,***,***,***,***,***,***,***,36.00,***,***,41.97,***,***,23.03,***,***,***,***,***,***,***,***,***,***,***
PIPN 19,***,***,***,***,***,***,***,***,***,***,4.55,***,***,2.52,***,***,5.79,***,***,2.73,***,***,4.11,***,***,4.26,***,***,***,***,***,2.78,***,***,3.30,***,***,2.95,***,***,***,***,***,***,***,***,2.87,***,***,3.23,***,***,3.92,***,***,***,***,***,***,***,***,***,***,***
PIPN 20,***,***,***,***,***,***,***,***,***,***,12.68,***,***,5.62,***,***,5.97,***,***,5.25,***,***,5.53,***,***,9.90,***,***,***,***,***,8.64,***,***,7.22,***,***,6.25,***,***,***,***,***,***,***,***,7.01,***,***,7.85,***,***,12.05,***,***,***,***,***,***,***,***,***,***,***
PIPN 21,***,***,***,***,***,***,***,***,***,***,8.24,***,***,2.16,***,***,2.21,***,***,2.74,***,***,3.60,***,***,3.20,***,***,***,***,***,2.68,***,***,2.97,***,***,1.48,***,***,***,***,***,***,***,***,3.58,***,***,33.30,***,***,26.34,***,***,***,***,***,***,***,***,***,***,***
PIPN 22,***,***,***,***,***,***,***,***,***,***,0.49,***,***,0.22,***,***,0.00,***,***,0.00,***,***,0.22,***,***,0.29,***,***,***,***,***,0.29,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.21,***,***,0.22,***,***,***,***,***,***,***,***,***,***,***
PIPN 26,***,***,***,***,***,***,***,***,***,***,1.49,***,***,2.12,***,***,2.40,***,***,2.12,***,***,2.38,***,***,***,***,***,***,***,***,0.70,***,***,0.70,***,***,0.70,***,***,0.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 27,***,***,***,***,***,***,***,***,***,***,6.19,***,***,9.97,***,***,6.55,***,***,11.47,***,***,13.00,***,***,0.95,***,***,***,***,***,3.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 28,***,***,***,***,***,***,***,***,***,***,9.26,***,***,0.00,***,***,0.57,***,***,0.74,***,***,0.87,***,***,0.78,***,***,***,***,***,1.27,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 29,***,***,***,***,***,***,***,***,***,***,2.07,***,***,8.05,***,***,7.38,***,***,8.50,***,***,23.81,***,***,***,***,***,***,***,***,3.62,***,***,4.13,***,***,4.30,***,***,34.67,***,***,***,***,***,0.47,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 01,***,***,***,***,***,***,***,***,***,***,8.09,***,***,0.00,***,***,0.00,***,***,5.79,***,***,1.24,***,***,***,***,***,***,***,***,7.17,***,***,6.57,***,***,9.12,***,***,7.95,***,***,***,***,***,6.84,***,***,4.99,***,***,5.57,***,***,6.25,***,***,1.42,***,***,***,***,***
PIPO 02,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.72,***,***,2.27,***,***,***,***,***,***,***,***,1.28,***,***,1.16,***,***,0.54,***,***,0.75,***,***,***,***,***,0.65,***,***,0.26,***,***,0.89,***,***,1.80,***,***,1.49,***,***,***,***,***
PIPO 05,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,***,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.15,***,***,0.73,***,***,1.01,***,***,2.93,***,***,***,***,***,1.34,***,***,1.71,***,***,1.89,***,***,0.19,***,***,***,***,***,***,***,***
PIPO 06,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.29,***,***,0.19,***,***,***,***,***,***,***,***,0.00,***,***,0.11,***,***,0.00,***,***,0.11,***,***,***,***,***,0.00,***,***,0.00,***,***,0.11,***,***,0.00,***,***,***,***,***,***,***,***
PIPO 07,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.47,***,***,0.52,***,***,***,***,***,***,***,***,0.51,***,***,0.51,***,***,0.43,***,***,0.59,***,***,***,***,***,0.51,***,***,0.43,***,***,0.51,***,***,0.51,***,***,0.43,***,***,***,***,***
PIPO 08,***,***,***,***,***,***,***,***,***,***,5.79,***,***,0.00,***,***,***,***,***,1.75,***,***,0.87,***,***,1.78,***,***,1.42,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 09,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.24,***,***,0.59,***,***,0.73,***,***,1.59,***,***,***,***,***,0.63,***,***,1.11,***,***,1.22,***,***,1.01,***,***,0.19,***,***,***,***,***
PIPO 10,***,***,***,***,***,***,***,***,***,***,19.31,***,***,0.00,***,***,0.00,***,***,1.60,***,***,5.05,***,***,***,***,***,***,***,***,5.73,***,***,3.64,***,***,4.77,***,***,3.85,***,***,***,***,***,3.50,***,***,2.72,***,***,2.64,***,***,2.39,***,***,***,***,***,***,***,***
PIPO 11,***,***,***,***,***,***,***,***,***,***,0.19,***,***,0.38,***,***,0.32,***,***,0.19,***,***,1.95,***,***,***,***,***,***,***,***,0.79,***,***,0.30,***,***,0.36,***,***,0.65,***,***,***,***,***,0.99,***,***,0.55,***,***,3.43,***,***,3.58,***,***,***,***,***,***,***,***
PIPO 12,***,***,***,***,***,***,***,***,***,***,3.10,***,***,0.00,***,***,0.00,***,***,1.58,***,***,1.15,***,***,***,***,***,***,***,***,0.48,***,***,0.19,***,***,0.30,***,***,0.24,***,***,***,***,***,0.00,***,***,2.69,***,***,2.69,***,***,2.51,***,***,***,***,***,***,***,***
PIPO 13,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.14,***,***,0.12,***,***,***,***,***,***,***,***,0.15,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,0.00,***,***,0.00,***,***,0.31,***,***,0.15,***,***,0.30,***,***,***,***,***
PIPO 14,***,***,***,***,***,***,***,***,***,***,0.28,***,***,0.00,***,***,0.24,***,***,0.00,***,***,0.40,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,0.15,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.34,***,***,***,***,***
PIPO 15,***,***,***,***,***,***,***,***,***,***,0.55,***,***,0.32,***,***,0.12,***,***,1.71,***,***,0.45,***,***,***,***,***,***,***,***,1.64,***,***,2.61,***,***,4.61,***,***,5.20,***,***,***,***,***,1.64,***,***,1.28,***,***,1.08,***,***,3.94,***,***,***,***,***,***,***,***
PIPO 16,***,***,***,***,***,***,***,***,***,***,7.18,***,***,5.06,***,***,5.45,***,***,4.07,***,***,4.66,***,***,3.93,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 17,***,***,***,***,***,***,***,***,***,***,2.67,***,***,0.59,***,***,1.69,***,***,1.11,***,***,0.24,***,***,***,***,***,***,***,***,1.18,***,***,0.49,***,***,2.04,***,***,1.21,***,***,***,***,***,0.19,***,***,0.12,***,***,0.00,***,***,0.66,***,***,***,***,***,***,***,***
PIPO 19,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,0.26,***,***,4.70,***,***,23.07,***,***,***,***,***,13.42,***,***,11.82,***,***,7.80,***,***,10.43,***,***,2.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 20,***,***,***,***,***,***,***,***,***,***,2.34,***,***,0.00,***,***,5.68,***,***,2.26,***,***,6.45,***,***,***,***,***,***,***,***,3.94,***,***,4.18,***,***,3.91,***,***,4.38,***,***,***,***,***,3.95,***,***,2.67,***,***,2.64,***,***,5.60,***,***,***,***,***,***,***,***
PIPO 21,***,***,***,***,***,***,***,***,***,***,1.29,***,***,0.00,***,***,2.14,***,***,1.58,***,***,1.51,***,***,***,***,***,***,***,***,1.32,***,***,1.66,***,***,1.65,***,***,2.27,***,***,***,***,***,1.18,***,***,1.26,***,***,0.91,***,***,0.65,***,***,***,***,***,***,***,***
PIPO 22,***,***,***,***,***,***,***,***,***,***,1.20,***,***,1.01,***,***,2.76,***,***,1.94,***,***,2.53,***,***,***,***,***,***,***,***,2.28,***,***,2.79,***,***,2.18,***,***,3.00,***,***,***,***,***,3.35,***,***,2.41,***,***,2.53,***,***,2.16,***,***,***,***,***,***,***,***
PIPO 23,***,***,***,***,***,***,***,***,***,***,1.98,***,***,0.00,***,***,1.20,***,***,0.77,***,***,0.43,***,***,0.67,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 24,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,2.12,***,***,1.51,***,***,0.00,***,***,4.99,***,***,***,***,***,3.12,***,***,3.05,***,***,3.05,***,***,0.36,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 26,***,***,***,***,***,***,***,***,***,***,0.24,***,***,0.30,***,***,0.24,***,***,0.30,***,***,0.24,***,***,0.19,***,***,***,***,***,0.36,***,***,0.36,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 31,***,***,***,***,***,***,***,***,***,***,0.51,***,***,0.39,***,***,0.11,***,***,0.00,***,***,0.00,***,***,1.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 33,***,***,***,***,***,***,***,***,***,***,9.82,***,***,0.51,***,***,0.54,***,***,0.69,***,***,0.60,***,***,0.95,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 35,***,***,***,***,***,***,***,***,***,***,0.15,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 36,***,***,***,***,***,***,***,***,***,***,0.31,***,***,1.69,***,***,1.46,***,***,1.71,***,***,1.60,***,***,2.69,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 37,***,***,***,***,***,***,***,***,***,***,2.92,***,***,3.29,***,***,4.50,***,***,3.23,***,***,3.24,***,***,1.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 38,***,***,***,***,***,***,***,***,***,***,1.72,***,***,3.40,***,***,5.04,***,***,3.22,***,***,3.93,***,***,7.37,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 39,***,***,***,***,***,***,***,***,***,***,4.60,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 40,***,***,***,***,***,***,***,***,***,***,1.25,***,***,4.64,***,***,6.01,***,***,5.41,***,***,6.32,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 41,***,***,***,***,***,***,***,***,***,***,0.34,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 01,***,***,***,***,***,***,***,***,***,***,5.37,***,***,***,***,***,7.22,***,***,4.48,***,***,4.95,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 05,***,***,***,***,***,***,***,***,***,***,***,***,***,9.40,***,***,3.92,***,***,3.38,***,***,46.35,***,***,37.40,***,***,***,***,***,0.00,***,***,1.87,***,***,0.52,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 06,***,***,***,***,***,***,***,***,***,***,***,***,***,6.45,***,***,2.27,***,***,0.89,***,***,19.08,***,***,12.20,***,***,***,***,***,0.00,***,***,0.91,***,***,0.34,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 07,***,***,***,***,***,***,***,***,***,***,***,***,***,19.55,***,***,4.26,***,***,10.64,***,***,32.07,***,***,18.39,***,***,***,***,***,3.48,***,***,0.59,***,***,1.81,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 08,***,***,***,***,***,***,***,***,***,***,***,***,***,2.55,***,***,3.29,***,***,1.36,***,***,18.10,***,***,26.06,***,***,***,***,***,10.76,***,***,3.93,***,***,5.60,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 09,***,***,***,***,***,***,***,***,***,***,***,***,***,7.48,***,***,6.27,***,***,5.27,***,***,11.56,***,***,31.14,***,***,***,***,***,12.62,***,***,14.41,***,***,15.79,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 02,***,***,***,***,***,***,***,***,***,***,***,***,***,0.16,***,***,0.00,***,***,0.16,***,***,0.46,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,7.23,12.08,-4.85,-66.98,5.03,2.20,30.42,2.95,4.28,59.20,4.69,2.55,35.22,3.39,3.85,53.15,3.52,3.72,51.35,3.78,3.45,47.75,7.02,0.22,3.01,13.10,-5.87,-81.08,6.39,0.84,11.61,5.91,1.32,18.27,5.93,1.31,18.10,5.28,1.96,27.07,6.75,0.48,6.67,7.57,-0.34,-4.70,3.75,3.48,48.17,5.43,1.80,24.93,4.56,2.67,36.93,1.89,5.35,73.92,0.99,6.24,86.28,7.53,-0.30,-4.08
