ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = 10-hr
Units = Tons per Acre

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIPN 05,***,***,***,***,***,***,***,***,***,***,1.10,***,***,0.27,***,***,0.27,***,***,0.44,***,***,0.33,***,***,***,***,***,***,***,***,0.00,***,***,0.27,***,***,0.00,***,***,1.15,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 06,***,***,***,***,***,***,***,***,***,***,1.76,***,***,0.77,***,***,0.71,***,***,0.71,***,***,0.49,***,***,0.66,***,***,***,***,***,0.99,***,***,0.60,***,***,0.93,***,***,***,***,***,***,***,***,0.33,***,***,0.44,***,***,0.99,***,***,***,***,***,***,***,***,***,***,***
PIPN 07,***,***,***,***,***,***,***,***,***,***,1.05,***,***,0.28,***,***,0.11,***,***,0.11,***,***,0.39,***,***,***,***,***,***,***,***,0.33,***,***,0.61,***,***,0.55,***,***,***,***,***,***,***,***,0.22,***,***,0.28,***,***,0.44,***,***,0.94,***,***,1.00,***,***,0.39,***,***
PIPN 08,***,***,***,***,***,***,***,***,***,***,0.66,***,***,0.49,***,***,0.16,***,***,0.44,***,***,0.38,***,***,0.27,***,***,***,***,***,0.05,***,***,0.44,***,***,0.99,***,***,***,***,***,***,***,***,0.60,***,***,0.82,***,***,0.71,***,***,***,***,***,***,***,***,***,***,***
PIPN 09,***,***,***,***,***,***,***,***,***,***,0.49,***,***,1.21,***,***,0.60,***,***,0.88,***,***,0.55,***,***,***,***,***,***,***,***,0.71,***,***,0.66,***,***,0.33,***,***,0.88,***,***,1.48,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 10,***,***,***,***,***,***,***,***,***,***,0.33,***,***,0.11,***,***,0.05,***,***,0.00,***,***,0.27,***,***,***,***,***,***,***,***,0.27,***,***,0.22,***,***,0.55,***,***,0.82,***,***,0.66,***,***,1.37,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 12,***,***,***,***,***,***,***,***,***,***,0.77,***,***,0.71,***,***,0.60,***,***,0.38,***,***,0.82,***,***,***,***,***,***,***,***,0.44,***,***,0.16,***,***,0.49,***,***,0.99,***,***,0.71,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 13,***,***,***,***,***,***,***,***,***,***,0.39,***,***,0.27,***,***,0.33,***,***,0.55,***,***,0.44,***,***,0.66,***,***,***,***,***,0.38,***,***,0.16,***,***,0.55,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 15,***,***,***,***,***,***,***,***,***,***,0.73,***,***,0.56,***,***,0.85,***,***,0.39,***,***,0.73,***,***,1.13,***,***,***,***,***,0.67,***,***,0.45,***,***,0.72,***,***,***,***,***,***,***,***,0.62,***,***,0.39,***,***,1.02,***,***,***,***,***,***,***,***,***,***,***
PIPN 16,***,***,***,***,***,***,***,***,***,***,0.68,***,***,0.51,***,***,0.45,***,***,0.51,***,***,0.61,***,***,0.89,***,***,***,***,***,0.56,***,***,0.45,***,***,0.56,***,***,***,***,***,***,***,***,0.44,***,***,0.56,***,***,1.00,***,***,***,***,***,***,***,***,***,***,***
PIPN 17,***,***,***,***,***,***,***,***,***,***,0.60,***,***,0.82,***,***,0.49,***,***,0.49,***,***,0.38,***,***,1.21,***,***,***,***,***,0.49,***,***,0.93,***,***,0.93,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 18,***,***,***,***,***,***,***,***,***,***,0.94,***,***,0.55,***,***,0.50,***,***,0.66,***,***,0.88,***,***,1.54,***,***,***,***,***,1.60,***,***,1.21,***,***,1.16,***,***,***,***,***,***,***,***,0.22,***,***,0.55,***,***,0.94,***,***,***,***,***,***,***,***,***,***,***
PIPN 19,***,***,***,***,***,***,***,***,***,***,0.93,***,***,0.44,***,***,0.33,***,***,0.16,***,***,0.82,***,***,0.55,***,***,***,***,***,0.82,***,***,0.11,***,***,0.27,***,***,***,***,***,***,***,***,0.27,***,***,0.55,***,***,0.33,***,***,***,***,***,***,***,***,***,***,***
PIPN 20,***,***,***,***,***,***,***,***,***,***,1.32,***,***,0.22,***,***,0.22,***,***,0.49,***,***,0.38,***,***,0.93,***,***,***,***,***,0.82,***,***,0.55,***,***,0.55,***,***,***,***,***,***,***,***,0.55,***,***,0.44,***,***,0.66,***,***,***,***,***,***,***,***,***,***,***
PIPN 21,***,***,***,***,***,***,***,***,***,***,0.72,***,***,0.22,***,***,0.28,***,***,0.61,***,***,0.73,***,***,0.77,***,***,***,***,***,1.34,***,***,1.23,***,***,0.83,***,***,***,***,***,***,***,***,0.84,***,***,0.39,***,***,0.89,***,***,***,***,***,***,***,***,***,***,***
PIPN 22,***,***,***,***,***,***,***,***,***,***,0.88,***,***,1.04,***,***,0.71,***,***,1.15,***,***,0.93,***,***,1.43,***,***,***,***,***,0.82,***,***,0.93,***,***,0.71,***,***,***,***,***,***,***,***,0.66,***,***,0.33,***,***,0.38,***,***,***,***,***,***,***,***,***,***,***
PIPN 26,***,***,***,***,***,***,***,***,***,***,0.60,***,***,0.88,***,***,0.66,***,***,0.38,***,***,0.27,***,***,***,***,***,***,***,***,0.49,***,***,0.05,***,***,0.22,***,***,0.60,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 27,***,***,***,***,***,***,***,***,***,***,0.89,***,***,0.11,***,***,0.17,***,***,0.56,***,***,0.50,***,***,0.73,***,***,***,***,***,0.61,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 28,***,***,***,***,***,***,***,***,***,***,0.55,***,***,0.22,***,***,0.16,***,***,0.11,***,***,0.49,***,***,0.66,***,***,***,***,***,0.49,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 29,***,***,***,***,***,***,***,***,***,***,1.37,***,***,0.00,***,***,0.05,***,***,0.05,***,***,1.04,***,***,***,***,***,***,***,***,0.71,***,***,0.44,***,***,0.22,***,***,0.88,***,***,***,***,***,0.27,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 01,***,***,***,***,***,***,***,***,***,***,1.05,***,***,0.59,***,***,0.64,***,***,0.29,***,***,0.35,***,***,***,***,***,***,***,***,0.12,***,***,0.23,***,***,0.18,***,***,0.12,***,***,***,***,***,0.18,***,***,0.23,***,***,0.82,***,***,1.05,***,***,0.82,***,***,***,***,***
PIPO 02,***,***,***,***,***,***,***,***,***,***,0.29,***,***,0.29,***,***,0.76,***,***,0.35,***,***,0.58,***,***,***,***,***,***,***,***,0.47,***,***,0.53,***,***,0.82,***,***,0.18,***,***,***,***,***,0.29,***,***,0.12,***,***,0.47,***,***,0.23,***,***,0.23,***,***,***,***,***
PIPO 05,***,***,***,***,***,***,***,***,***,***,0.35,***,***,0.00,***,***,***,***,***,0.23,***,***,0.41,***,***,***,***,***,***,***,***,0.41,***,***,0.29,***,***,0.29,***,***,0.41,***,***,***,***,***,0.53,***,***,0.29,***,***,0.12,***,***,0.23,***,***,***,***,***,***,***,***
PIPO 06,***,***,***,***,***,***,***,***,***,***,0.18,***,***,0.06,***,***,0.12,***,***,0.06,***,***,0.12,***,***,***,***,***,***,***,***,0.00,***,***,0.06,***,***,0.23,***,***,0.12,***,***,***,***,***,0.12,***,***,0.18,***,***,0.23,***,***,0.06,***,***,***,***,***,***,***,***
PIPO 07,***,***,***,***,***,***,***,***,***,***,0.53,***,***,0.47,***,***,0.00,***,***,0.58,***,***,0.82,***,***,***,***,***,***,***,***,0.35,***,***,0.58,***,***,0.41,***,***,0.47,***,***,***,***,***,0.12,***,***,0.18,***,***,0.12,***,***,0.47,***,***,0.70,***,***,***,***,***
PIPO 08,***,***,***,***,***,***,***,***,***,***,0.58,***,***,0.00,***,***,***,***,***,0.64,***,***,0.53,***,***,0.35,***,***,0.47,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 09,***,***,***,***,***,***,***,***,***,***,0.29,***,***,0.29,***,***,0.23,***,***,0.29,***,***,0.35,***,***,***,***,***,***,***,***,0.29,***,***,0.29,***,***,0.23,***,***,0.23,***,***,***,***,***,0.18,***,***,0.41,***,***,0.41,***,***,0.59,***,***,0.29,***,***,***,***,***
PIPO 10,***,***,***,***,***,***,***,***,***,***,0.24,***,***,0.06,***,***,0.18,***,***,0.12,***,***,0.12,***,***,***,***,***,***,***,***,0.18,***,***,0.06,***,***,0.18,***,***,0.24,***,***,***,***,***,0.06,***,***,0.06,***,***,0.00,***,***,0.06,***,***,***,***,***,***,***,***
PIPO 11,***,***,***,***,***,***,***,***,***,***,1.17,***,***,0.41,***,***,1.17,***,***,0.29,***,***,0.35,***,***,***,***,***,***,***,***,0.18,***,***,0.00,***,***,0.06,***,***,0.12,***,***,***,***,***,0.47,***,***,0.35,***,***,0.12,***,***,0.12,***,***,***,***,***,***,***,***
PIPO 12,***,***,***,***,***,***,***,***,***,***,0.18,***,***,0.18,***,***,0.35,***,***,0.29,***,***,0.47,***,***,***,***,***,***,***,***,0.18,***,***,0.23,***,***,0.18,***,***,0.18,***,***,***,***,***,0.12,***,***,0.23,***,***,0.18,***,***,0.18,***,***,***,***,***,***,***,***
PIPO 13,***,***,***,***,***,***,***,***,***,***,0.12,***,***,0.18,***,***,0.00,***,***,0.29,***,***,0.76,***,***,***,***,***,***,***,***,0.12,***,***,0.12,***,***,0.18,***,***,0.70,***,***,***,***,***,0.35,***,***,0.64,***,***,0.47,***,***,1.58,***,***,0.64,***,***,***,***,***
PIPO 14,***,***,***,***,***,***,***,***,***,***,0.18,***,***,0.41,***,***,0.23,***,***,0.12,***,***,0.58,***,***,***,***,***,***,***,***,0.41,***,***,0.47,***,***,0.23,***,***,0.18,***,***,***,***,***,0.12,***,***,0.29,***,***,0.06,***,***,0.35,***,***,0.58,***,***,***,***,***
PIPO 15,***,***,***,***,***,***,***,***,***,***,0.64,***,***,1.05,***,***,0.59,***,***,1.05,***,***,0.00,***,***,***,***,***,***,***,***,3.17,***,***,2.24,***,***,2.88,***,***,1.18,***,***,***,***,***,0.23,***,***,0.70,***,***,0.59,***,***,1.89,***,***,***,***,***,***,***,***
PIPO 16,***,***,***,***,***,***,***,***,***,***,1.17,***,***,0.12,***,***,0.12,***,***,0.12,***,***,1.70,***,***,1.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 17,***,***,***,***,***,***,***,***,***,***,0.47,***,***,0.29,***,***,0.29,***,***,0.99,***,***,0.53,***,***,***,***,***,***,***,***,0.41,***,***,0.53,***,***,1.11,***,***,0.64,***,***,***,***,***,0.53,***,***,0.12,***,***,0.53,***,***,0.70,***,***,***,***,***,***,***,***
PIPO 19,***,***,***,***,***,***,***,***,***,***,0.70,***,***,***,***,***,0.58,***,***,0.23,***,***,0.18,***,***,0.76,***,***,***,***,***,0.41,***,***,0.41,***,***,0.58,***,***,0.58,***,***,0.23,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 20,***,***,***,***,***,***,***,***,***,***,1.23,***,***,1.05,***,***,1.58,***,***,0.88,***,***,0.76,***,***,***,***,***,***,***,***,0.70,***,***,1.11,***,***,0.82,***,***,1.23,***,***,***,***,***,1.64,***,***,1.81,***,***,2.28,***,***,1.34,***,***,***,***,***,***,***,***
PIPO 21,***,***,***,***,***,***,***,***,***,***,0.35,***,***,0.06,***,***,0.06,***,***,0.23,***,***,0.29,***,***,***,***,***,***,***,***,0.18,***,***,0.06,***,***,0.23,***,***,0.18,***,***,***,***,***,0.12,***,***,0.23,***,***,0.23,***,***,0.41,***,***,***,***,***,***,***,***
PIPO 22,***,***,***,***,***,***,***,***,***,***,1.58,***,***,0.70,***,***,0.99,***,***,0.53,***,***,0.53,***,***,***,***,***,***,***,***,0.70,***,***,0.35,***,***,0.82,***,***,0.41,***,***,***,***,***,0.41,***,***,0.58,***,***,0.18,***,***,0.58,***,***,***,***,***,***,***,***
PIPO 23,***,***,***,***,***,***,***,***,***,***,0.47,***,***,0.23,***,***,0.35,***,***,0.35,***,***,0.58,***,***,0.18,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 24,***,***,***,***,***,***,***,***,***,***,1.46,***,***,1.29,***,***,0.93,***,***,1.17,***,***,0.58,***,***,1.34,***,***,***,***,***,0.47,***,***,0.53,***,***,0.70,***,***,0.58,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 26,***,***,***,***,***,***,***,***,***,***,0.35,***,***,0.23,***,***,0.47,***,***,0.29,***,***,0.53,***,***,0.35,***,***,***,***,***,0.35,***,***,0.53,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 31,***,***,***,***,***,***,***,***,***,***,0.93,***,***,0.00,***,***,0.29,***,***,0.58,***,***,1.46,***,***,1.23,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 33,***,***,***,***,***,***,***,***,***,***,0.88,***,***,0.58,***,***,0.47,***,***,0.53,***,***,0.35,***,***,0.23,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 35,***,***,***,***,***,***,***,***,***,***,0.70,***,***,0.12,***,***,0.06,***,***,0.18,***,***,0.35,***,***,0.47,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 36,***,***,***,***,***,***,***,***,***,***,0.82,***,***,0.41,***,***,0.47,***,***,0.41,***,***,1.58,***,***,0.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 37,***,***,***,***,***,***,***,***,***,***,0.53,***,***,0.23,***,***,0.29,***,***,0.18,***,***,2.05,***,***,0.82,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 38,***,***,***,***,***,***,***,***,***,***,0.47,***,***,0.29,***,***,0.70,***,***,0.47,***,***,0.70,***,***,1.11,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 39,***,***,***,***,***,***,***,***,***,***,1.24,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 40,***,***,***,***,***,***,***,***,***,***,1.17,***,***,1.52,***,***,0.76,***,***,1.40,***,***,0.41,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 41,***,***,***,***,***,***,***,***,***,***,0.58,***,***,0.35,***,***,0.47,***,***,0.29,***,***,0.99,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 01,***,***,***,***,***,***,***,***,***,***,0.51,***,***,***,***,***,0.51,***,***,0.65,***,***,0.87,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 05,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.22,***,***,0.15,***,***,2.94,***,***,2.70,***,***,***,***,***,0.07,***,***,0.52,***,***,0.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 06,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.15,***,***,0.60,***,***,0.98,***,***,***,***,***,0.30,***,***,0.30,***,***,0.38,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 07,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,1.35,***,***,1.72,***,***,***,***,***,0.38,***,***,0.15,***,***,0.15,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 08,***,***,***,***,***,***,***,***,***,***,***,***,***,0.07,***,***,0.15,***,***,0.07,***,***,0.60,***,***,1.80,***,***,***,***,***,0.75,***,***,1.50,***,***,0.68,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 09,***,***,***,***,***,***,***,***,***,***,***,***,***,0.37,***,***,0.07,***,***,0.30,***,***,0.82,***,***,2.24,***,***,***,***,***,0.52,***,***,0.67,***,***,0.30,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 02,***,***,***,***,***,***,***,***,***,***,***,***,***,0.22,***,***,0.00,***,***,0.00,***,***,0.72,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,1.25,1.41,-0.16,-12.87,1.24,0.01,1.05,1.90,-0.65,-52.13,1.07,0.18,14.60,0.55,0.70,55.76,0.56,0.69,54.93,0.60,0.65,52.10,0.85,0.40,31.77,1.26,-0.01,-0.48,1.46,-0.21,-16.80,0.45,0.80,63.62,0.51,0.74,59.32,0.53,0.72,57.50,0.68,0.57,45.23,1.02,0.23,18.47,0.47,0.78,62.44,0.50,0.75,60.31,0.53,0.72,57.27,0.61,0.64,51.37,0.54,0.71,56.74,0.59,0.66,52.96
