ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = 100-hr
Units = Tons per Acre

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIED 13,***,***,***,***,***,***,***,***,***,***,1.22,***,***,1.22,***,***,0.31,***,***,0.61,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 14,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.61,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 15,***,***,***,***,***,***,***,***,***,***,0.31,***,***,0.31,***,***,0.00,***,***,0.31,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 01,***,***,***,***,***,***,***,***,***,***,5.27,***,***,0.66,***,***,0.00,***,***,0.66,***,***,4.29,***,***,2.97,***,***,***,***,***,0.33,***,***,0.66,***,***,1.32,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 03,***,***,***,***,***,***,***,***,***,***,6.30,***,***,3.67,***,***,3.00,***,***,2.99,***,***,4.66,***,***,4.32,***,***,***,***,***,0.34,***,***,0.00,***,***,0.33,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 11,***,***,***,***,***,***,***,***,***,***,1.68,***,***,***,***,***,***,***,***,***,***,***,2.01,***,***,2.08,***,***,***,***,***,0.66,***,***,0.99,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 12,***,***,***,***,***,***,***,***,***,***,4.94,***,***,2.63,***,***,2.63,***,***,0.66,***,***,1.32,***,***,6.26,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 15,***,***,***,***,***,***,***,***,***,***,3.32,***,***,0.66,***,***,2.97,***,***,0.99,***,***,2.98,***,***,2.64,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 01,***,***,***,***,***,***,***,***,***,***,1.74,***,***,1.16,***,***,0.58,***,***,0.87,***,***,1.74,***,***,0.58,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.29,***,***,0.58,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 02,***,***,***,***,***,***,***,***,***,***,1.74,***,***,1.74,***,***,4.34,***,***,2.31,***,***,0.29,***,***,0.58,***,***,***,***,***,0.58,***,***,0.58,***,***,0.29,***,***,1.16,***,***,1.16,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 03,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.58,***,***,0.29,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.86,***,***,0.29,***,***,0.29,***,***,0.29,***,***,0.29,***,***,0.29,***,***
PIPN 04,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.86,***,***,1.44,***,***,1.73,***,***,2.02,***,***,***,***,***,***,***,***,0.29,***,***,0.00,***,***,0.29,***,***,0.86,***,***,1.44,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 05,***,***,***,***,***,***,***,***,***,***,2.30,***,***,2.59,***,***,2.59,***,***,1.44,***,***,2.59,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.58,***,***,0.86,***,***,1.73,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 06,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.86,***,***,0.86,***,***,***,***,***,0.29,***,***,1.73,***,***,1.15,***,***,***,***,***,***,***,***,0.58,***,***,0.58,***,***,0.86,***,***,***,***,***,***,***,***,***,***,***
PIPN 07,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.29,***,***,0.29,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***
PIPN 08,***,***,***,***,***,***,***,***,***,***,0.58,***,***,0.29,***,***,0.00,***,***,0.00,***,***,0.29,***,***,0.87,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.86,***,***,2.02,***,***,***,***,***,***,***,***,***,***,***
PIPN 09,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.87,***,***,0.29,***,***,0.29,***,***,0.29,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.29,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 10,***,***,***,***,***,***,***,***,***,***,0.29,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.29,***,***,***,***,***,***,***,***,0.86,***,***,0.58,***,***,1.15,***,***,0.86,***,***,1.15,***,***,1.44,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 12,***,***,***,***,***,***,***,***,***,***,2.59,***,***,1.73,***,***,1.15,***,***,0.58,***,***,0.58,***,***,***,***,***,***,***,***,0.86,***,***,0.58,***,***,0.86,***,***,2.02,***,***,1.44,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 13,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.29,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 15,***,***,***,***,***,***,***,***,***,***,0.29,***,***,0.30,***,***,0.00,***,***,0.58,***,***,1.16,***,***,1.17,***,***,***,***,***,0.88,***,***,1.17,***,***,0.88,***,***,***,***,***,***,***,***,0.59,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
PIPN 16,***,***,***,***,***,***,***,***,***,***,0.30,***,***,0.60,***,***,0.59,***,***,0.58,***,***,0.29,***,***,0.00,***,***,***,***,***,0.29,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.58,***,***,0.88,***,***,1.45,***,***,***,***,***,***,***,***,***,***,***
PIPN 17,***,***,***,***,***,***,***,***,***,***,0.29,***,***,0.00,***,***,0.00,***,***,0.29,***,***,0.29,***,***,0.29,***,***,***,***,***,0.00,***,***,0.29,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 18,***,***,***,***,***,***,***,***,***,***,0.58,***,***,0.29,***,***,0.29,***,***,0.58,***,***,1.73,***,***,1.16,***,***,***,***,***,0.87,***,***,1.15,***,***,0.87,***,***,***,***,***,***,***,***,4.04,***,***,0.29,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***
PIPN 19,***,***,***,***,***,***,***,***,***,***,1.44,***,***,0.86,***,***,0.86,***,***,0.58,***,***,1.44,***,***,1.15,***,***,***,***,***,1.44,***,***,1.15,***,***,1.44,***,***,***,***,***,***,***,***,2.02,***,***,0.86,***,***,1.15,***,***,***,***,***,***,***,***,***,***,***
PIPN 20,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.29,***,***,1.44,***,***,***,***,***,0.00,***,***,0.58,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.29,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***
PIPN 21,***,***,***,***,***,***,***,***,***,***,2.05,***,***,1.16,***,***,0.88,***,***,2.04,***,***,1.76,***,***,1.47,***,***,***,***,***,0.59,***,***,1.17,***,***,0.88,***,***,***,***,***,***,***,***,2.04,***,***,0.87,***,***,0.88,***,***,***,***,***,***,***,***,***,***,***
PIPN 22,***,***,***,***,***,***,***,***,***,***,2.30,***,***,2.02,***,***,1.44,***,***,3.17,***,***,1.15,***,***,1.15,***,***,***,***,***,0.29,***,***,0.58,***,***,1.15,***,***,***,***,***,***,***,***,0.86,***,***,0.29,***,***,0.58,***,***,***,***,***,***,***,***,***,***,***
PIPN 26,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.29,***,***,0.58,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 27,***,***,***,***,***,***,***,***,***,***,0.59,***,***,0.00,***,***,0.00,***,***,0.29,***,***,0.59,***,***,0.58,***,***,***,***,***,1.17,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 28,***,***,***,***,***,***,***,***,***,***,1.73,***,***,0.29,***,***,0.29,***,***,0.29,***,***,0.29,***,***,0.86,***,***,***,***,***,0.86,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 29,***,***,***,***,***,***,***,***,***,***,0.58,***,***,0.00,***,***,0.00,***,***,0.00,***,***,2.88,***,***,***,***,***,***,***,***,0.86,***,***,0.86,***,***,0.58,***,***,2.02,***,***,***,***,***,0.58,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 01,***,***,***,***,***,***,***,***,***,***,0.30,***,***,0.90,***,***,0.00,***,***,0.60,***,***,0.00,***,***,***,***,***,***,***,***,0.90,***,***,0.60,***,***,0.30,***,***,1.81,***,***,***,***,***,0.30,***,***,0.60,***,***,0.90,***,***,1.50,***,***,1.20,***,***,***,***,***
PIPO 02,***,***,***,***,***,***,***,***,***,***,1.50,***,***,0.30,***,***,0.30,***,***,0.30,***,***,0.90,***,***,***,***,***,***,***,***,0.00,***,***,0.30,***,***,0.00,***,***,0.00,***,***,***,***,***,0.30,***,***,0.30,***,***,0.30,***,***,0.30,***,***,0.90,***,***,***,***,***
PIPO 05,***,***,***,***,***,***,***,***,***,***,0.30,***,***,0.30,***,***,***,***,***,0.30,***,***,0.30,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.60,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***
PIPO 06,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.30,***,***,0.30,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.30,***,***,0.00,***,***,***,***,***,0.30,***,***,0.30,***,***,0.60,***,***,0.00,***,***,***,***,***,***,***,***
PIPO 07,***,***,***,***,***,***,***,***,***,***,1.50,***,***,0.90,***,***,0.90,***,***,1.50,***,***,0.60,***,***,***,***,***,***,***,***,0.60,***,***,0.60,***,***,0.60,***,***,0.30,***,***,***,***,***,0.90,***,***,0.30,***,***,0.30,***,***,0.90,***,***,0.90,***,***,***,***,***
PIPO 08,***,***,***,***,***,***,***,***,***,***,1.50,***,***,0.00,***,***,***,***,***,2.10,***,***,0.90,***,***,0.60,***,***,0.60,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 09,***,***,***,***,***,***,***,***,***,***,1.20,***,***,0.60,***,***,0.90,***,***,0.30,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.60,***,***,0.00,***,***,0.30,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.60,***,***,0.60,***,***,***,***,***
PIPO 10,***,***,***,***,***,***,***,***,***,***,0.30,***,***,0.00,***,***,0.30,***,***,0.30,***,***,0.61,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,0.00,***,***,0.30,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***
PIPO 11,***,***,***,***,***,***,***,***,***,***,0.60,***,***,0.90,***,***,0.90,***,***,0.60,***,***,0.00,***,***,***,***,***,***,***,***,0.30,***,***,0.00,***,***,0.00,***,***,0.60,***,***,***,***,***,0.00,***,***,0.30,***,***,0.30,***,***,0.00,***,***,***,***,***,***,***,***
PIPO 12,***,***,***,***,***,***,***,***,***,***,0.30,***,***,0.30,***,***,0.90,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.30,***,***,0.60,***,***,0.30,***,***,0.00,***,***,***,***,***,0.00,***,***,0.00,***,***,0.30,***,***,0.00,***,***,***,***,***,***,***,***
PIPO 13,***,***,***,***,***,***,***,***,***,***,0.60,***,***,0.30,***,***,0.30,***,***,0.00,***,***,0.60,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.30,***,***,0.00,***,***,***,***,***,0.30,***,***,0.30,***,***,0.00,***,***,0.60,***,***,0.30,***,***,***,***,***
PIPO 14,***,***,***,***,***,***,***,***,***,***,0.90,***,***,0.30,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.60,***,***,***,***,***
PIPO 15,***,***,***,***,***,***,***,***,***,***,0.91,***,***,1.20,***,***,1.81,***,***,0.91,***,***,1.80,***,***,***,***,***,***,***,***,2.73,***,***,2.12,***,***,4.84,***,***,1.82,***,***,***,***,***,0.61,***,***,0.60,***,***,0.00,***,***,1.82,***,***,***,***,***,***,***,***
PIPO 16,***,***,***,***,***,***,***,***,***,***,1.20,***,***,0.00,***,***,0.30,***,***,0.30,***,***,0.30,***,***,0.90,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 17,***,***,***,***,***,***,***,***,***,***,0.30,***,***,1.50,***,***,0.30,***,***,0.90,***,***,0.60,***,***,***,***,***,***,***,***,0.30,***,***,0.90,***,***,1.80,***,***,1.20,***,***,***,***,***,1.20,***,***,1.80,***,***,0.90,***,***,1.80,***,***,***,***,***,***,***,***
PIPO 19,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.60,***,***,***,***,***,0.00,***,***,0.30,***,***,0.30,***,***,0.60,***,***,0.90,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 20,***,***,***,***,***,***,***,***,***,***,2.40,***,***,3.60,***,***,0.90,***,***,1.20,***,***,1.50,***,***,***,***,***,***,***,***,0.90,***,***,2.40,***,***,1.80,***,***,3.90,***,***,***,***,***,5.41,***,***,6.31,***,***,6.91,***,***,5.71,***,***,***,***,***,***,***,***
PIPO 21,***,***,***,***,***,***,***,***,***,***,0.90,***,***,0.30,***,***,0.00,***,***,0.00,***,***,0.30,***,***,***,***,***,***,***,***,0.00,***,***,0.60,***,***,0.30,***,***,0.30,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.60,***,***,***,***,***,***,***,***
PIPO 22,***,***,***,***,***,***,***,***,***,***,1.20,***,***,1.50,***,***,1.80,***,***,0.90,***,***,1.20,***,***,***,***,***,***,***,***,1.80,***,***,0.60,***,***,2.40,***,***,0.90,***,***,***,***,***,1.50,***,***,1.20,***,***,1.20,***,***,0.90,***,***,***,***,***,***,***,***
PIPO 23,***,***,***,***,***,***,***,***,***,***,2.10,***,***,0.00,***,***,0.00,***,***,0.90,***,***,0.00,***,***,0.30,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 24,***,***,***,***,***,***,***,***,***,***,0.90,***,***,0.60,***,***,0.30,***,***,0.30,***,***,0.00,***,***,0.90,***,***,***,***,***,1.20,***,***,1.50,***,***,0.90,***,***,0.90,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 26,***,***,***,***,***,***,***,***,***,***,0.90,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,0.30,***,***,0.60,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 31,***,***,***,***,***,***,***,***,***,***,0.60,***,***,0.00,***,***,0.30,***,***,0.00,***,***,0.60,***,***,0.30,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 33,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.60,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 35,***,***,***,***,***,***,***,***,***,***,0.30,***,***,0.00,***,***,0.30,***,***,0.60,***,***,1.50,***,***,1.80,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 36,***,***,***,***,***,***,***,***,***,***,0.60,***,***,0.90,***,***,1.20,***,***,0.30,***,***,0.30,***,***,0.90,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 37,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.30,***,***,0.00,***,***,0.30,***,***,2.40,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 38,***,***,***,***,***,***,***,***,***,***,1.20,***,***,0.60,***,***,0.00,***,***,0.60,***,***,0.30,***,***,0.90,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 39,***,***,***,***,***,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 40,***,***,***,***,***,***,***,***,***,***,0.90,***,***,1.20,***,***,1.20,***,***,0.30,***,***,0.90,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 41,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.60,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 01,***,***,***,***,***,***,***,***,***,***,1.84,***,***,***,***,***,1.22,***,***,1.53,***,***,1.53,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 05,***,***,***,***,***,***,***,***,***,***,***,***,***,0.34,***,***,1.66,***,***,0.66,***,***,4.65,***,***,6.64,***,***,***,***,***,0.67,***,***,0.99,***,***,0.67,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 06,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.34,***,***,1.99,***,***,2.33,***,***,***,***,***,1.34,***,***,2.34,***,***,1.67,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 07,***,***,***,***,***,***,***,***,***,***,***,***,***,1.33,***,***,0.66,***,***,0.66,***,***,1.99,***,***,2.97,***,***,***,***,***,1.00,***,***,0.67,***,***,1.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 08,***,***,***,***,***,***,***,***,***,***,***,***,***,0.66,***,***,0.99,***,***,0.00,***,***,1.32,***,***,0.99,***,***,***,***,***,2.31,***,***,2.64,***,***,2.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 09,***,***,***,***,***,***,***,***,***,***,***,***,***,0.66,***,***,1.65,***,***,0.33,***,***,3.29,***,***,4.61,***,***,***,***,***,1.65,***,***,1.65,***,***,1.98,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
SHOS 02,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,1.76,2.49,-0.73,-41.25,2.23,-0.47,-26.73,1.45,0.31,17.53,1.46,0.31,17.42,0.79,0.98,55.48,0.75,1.02,57.69,0.65,1.11,63.07,1.19,0.57,32.24,2.03,-0.27,-15.24,2.75,-0.99,-55.91,0.66,1.10,62.33,0.68,1.08,61.24,0.77,1.00,56.47,1.05,0.71,40.27,1.68,0.09,4.98,1.04,0.73,41.20,0.83,0.93,52.94,0.72,1.04,58.98,0.83,0.93,52.65,0.60,1.16,66.00,0.29,1.47,83.33
