ProjectUnit = FPIJE1D09
Summary Report = Surface Fuels
Report Attribute = 10-hr
Units = Tons per Acre

Macroplot,00Pro1-Attr,00Pre-Attr,00Pre-Diff,00Pre-%Diff,00Yr17-Attr,00Yr17-Diff,00Yr17-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Yr01-Attr,01Yr01-Diff,01Yr01-%Diff,01Yr02-Attr,01Yr02-Diff,01Yr02-%Diff,01Yr05-Attr,01Yr05-Diff,01Yr05-%Diff,01Yr09-Attr,01Yr09-Diff,01Yr09-%Diff,01Yr10-Attr,01Yr10-Diff,01Yr10-%Diff,01Yr13-Attr,01Yr13-Diff,01Yr13-%Diff,01Yr14-Attr,01Yr14-Diff,01Yr14-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Yr01-Attr,02Yr01-Diff,02Yr01-%Diff,02Yr02-Attr,02Yr02-Diff,02Yr02-%Diff,02Yr03-Attr,02Yr03-Diff,02Yr03-%Diff,02Yr06-Attr,02Yr06-Diff,02Yr06-%Diff
B:FPIJE1D09:03,0.64,1.53,0.89,137.53,3.21,2.57,398.81,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
B:FPIJE1D09:01,***,2.75,***,***,***,***,***,1.15,***,***,1.15,***,***,0.99,***,***,1.14,***,***,***,***,***,1.60,***,***,***,***,***,***,***,***,0.15,***,***,0.30,***,***,0.76,***,***,***,***,***,***,***,***
B:FPIJE1D09:02,***,1.07,***,***,***,***,***,1.07,***,***,1.07,***,***,1.22,***,***,0.38,***,***,***,***,***,1.52,***,***,***,***,***,***,***,***,0.30,***,***,0.30,***,***,0.46,***,***,***,***,***,***,***,***
B:FPIJE1D09:04,***,0.76,***,***,***,***,***,***,***,***,1.22,***,***,0.61,***,***,1.44,***,***,***,***,***,1.75,***,***,***,***,***,2.43,***,***,0.84,***,***,***,***,***,***,***,***,0.23,***,***,0.30,***,***
B:FPIJE1D09:06,***,1.67,***,***,***,***,***,1.29,***,***,1.60,***,***,1.82,***,***,1.37,***,***,4.87,***,***,***,***,***,3.73,***,***,***,***,***,***,***,***,***,***,***,0.15,***,***,***,***,***,***,***,***
B:FPIJE1D09:09,***,0.77,***,***,***,***,***,***,***,***,0.23,***,***,0.23,***,***,1.69,***,***,***,***,***,0.92,***,***,***,***,***,0.46,***,***,0.77,***,***,***,***,***,***,***,***,0.46,***,***,0.92,***,***
B:FPIJE1D09:13,***,1.83,***,***,***,***,***,0.08,***,***,0.15,***,***,0.38,***,***,0.68,***,***,0.76,***,***,***,***,***,***,***,***,***,***,***,0.46,***,***,***,***,***,***,***,***,0.23,***,***,0.15,***,***
Mean,0.64,1.48,-0.84,-129.90,3.21,-2.57,-398.81,0.90,-0.25,-38.95,0.90,-0.26,-39.90,0.88,-0.23,-35.94,1.12,-0.47,-73.58,2.81,-2.17,-336.70,1.45,-0.80,-124.88,3.73,-3.08,-478.32,1.45,-0.80,-124.38,0.50,0.14,21.87,0.30,0.34,52.74,0.46,0.19,29.11,0.30,0.34,52.77,0.46,0.19,28.84
