ProjectUnit = FPIJE1D09
Summary Report = Surface Fuels
Report Attribute = Total
Units = Tons per Acre

Macroplot,00Pro1-Attr,00Pre-Attr,00Pre-Diff,00Pre-%Diff,00Yr17-Attr,00Yr17-Diff,00Yr17-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Yr01-Attr,01Yr01-Diff,01Yr01-%Diff,01Yr02-Attr,01Yr02-Diff,01Yr02-%Diff,01Yr05-Attr,01Yr05-Diff,01Yr05-%Diff,01Yr09-Attr,01Yr09-Diff,01Yr09-%Diff,01Yr10-Attr,01Yr10-Diff,01Yr10-%Diff,01Yr13-Attr,01Yr13-Diff,01Yr13-%Diff,01Yr14-Attr,01Yr14-Diff,01Yr14-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Yr01-Attr,02Yr01-Diff,02Yr01-%Diff,02Yr02-Attr,02Yr02-Diff,02Yr02-%Diff,02Yr03-Attr,02Yr03-Diff,02Yr03-%Diff,02Yr06-Attr,02Yr06-Diff,02Yr06-%Diff
B:FPIJE1D09:03,10.72,14.44,3.72,34.65,19.88,9.15,85.34,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
B:FPIJE1D09:01,***,43.52,***,***,***,***,***,8.24,***,***,8.24,***,***,9.75,***,***,8.54,***,***,***,***,***,12.45,***,***,***,***,***,***,***,***,2.06,***,***,4.48,***,***,7.44,***,***,***,***,***,***,***,***
B:FPIJE1D09:02,***,49.29,***,***,***,***,***,7.19,***,***,7.19,***,***,5.74,***,***,4.75,***,***,***,***,***,10.70,***,***,***,***,***,***,***,***,3.61,***,***,5.06,***,***,10.52,***,***,***,***,***,***,***,***
B:FPIJE1D09:04,***,22.68,***,***,***,***,***,***,***,***,47.92,***,***,23.98,***,***,10.26,***,***,***,***,***,20.25,***,***,***,***,***,36.21,***,***,19.63,***,***,***,***,***,***,***,***,11.60,***,***,13.06,***,***
B:FPIJE1D09:06,***,86.61,***,***,***,***,***,17.74,***,***,16.98,***,***,21.23,***,***,24.10,***,***,68.89,***,***,***,***,***,55.91,***,***,***,***,***,***,***,***,***,***,***,27.23,***,***,***,***,***,***,***,***
B:FPIJE1D09:09,***,25.57,***,***,***,***,***,***,***,***,23.18,***,***,24.66,***,***,13.68,***,***,***,***,***,13.72,***,***,***,***,***,16.49,***,***,13.95,***,***,***,***,***,***,***,***,10.01,***,***,14.60,***,***
B:FPIJE1D09:13,***,44.39,***,***,***,***,***,10.91,***,***,47.55,***,***,87.70,***,***,69.06,***,***,113.56,***,***,***,***,***,***,***,***,***,***,***,101.25,***,***,***,***,***,***,***,***,75.82,***,***,87.38,***,***
Mean,10.72,40.93,-30.20,-281.65,19.88,-9.15,-85.34,11.02,-0.30,-2.76,25.18,-14.45,-134.77,28.84,-18.12,-168.97,21.73,-11.01,-102.66,91.22,-80.50,-750.65,14.28,-3.55,-33.14,55.91,-45.19,-421.39,26.35,-15.63,-145.73,28.10,-17.38,-162.03,4.77,5.95,55.51,15.07,-4.34,-40.48,32.48,-21.75,-202.85,38.35,-27.63,-257.61
