ProjectUnit = FPIJE1D09
Summary Report = Surface Fuels
Report Attribute = Duff
Units = Tons per Acre

Macroplot,00Pro1-Attr,00Pre-Attr,00Pre-Diff,00Pre-%Diff,00Yr17-Attr,00Yr17-Diff,00Yr17-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Yr01-Attr,01Yr01-Diff,01Yr01-%Diff,01Yr02-Attr,01Yr02-Diff,01Yr02-%Diff,01Yr05-Attr,01Yr05-Diff,01Yr05-%Diff,01Yr09-Attr,01Yr09-Diff,01Yr09-%Diff,01Yr10-Attr,01Yr10-Diff,01Yr10-%Diff,01Yr13-Attr,01Yr13-Diff,01Yr13-%Diff,01Yr14-Attr,01Yr14-Diff,01Yr14-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Yr01-Attr,02Yr01-Diff,02Yr01-%Diff,02Yr02-Attr,02Yr02-Diff,02Yr02-%Diff,02Yr03-Attr,02Yr03-Diff,02Yr03-%Diff,02Yr06-Attr,02Yr06-Diff,02Yr06-%Diff
B:FPIJE1D09:03,3.07,8.66,5.59,182.11,12.10,9.03,294.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
B:FPIJE1D09:01,***,20.01,***,***,***,***,***,3.14,***,***,3.14,***,***,2.42,***,***,0.40,***,***,***,***,***,5.04,***,***,***,***,***,***,***,***,1.60,***,***,1.47,***,***,2.70,***,***,***,***,***,***,***,***
B:FPIJE1D09:02,***,15.27,***,***,***,***,***,4.37,***,***,4.37,***,***,1.60,***,***,0.20,***,***,***,***,***,3.09,***,***,***,***,***,***,***,***,2.02,***,***,1.82,***,***,3.62,***,***,***,***,***,***,***,***
B:FPIJE1D09:04,***,7.31,***,***,***,***,***,***,***,***,7.74,***,***,2.52,***,***,2.30,***,***,***,***,***,7.24,***,***,***,***,***,3.74,***,***,6.81,***,***,***,***,***,***,***,***,2.45,***,***,1.64,***,***
B:FPIJE1D09:06,***,11.78,***,***,***,***,***,0.87,***,***,0.95,***,***,2.99,***,***,11.13,***,***,2.32,***,***,***,***,***,1.87,***,***,***,***,***,***,***,***,***,***,***,4.92,***,***,***,***,***,***,***,***
B:FPIJE1D09:09,***,9.43,***,***,***,***,***,***,***,***,6.59,***,***,7.49,***,***,5.04,***,***,***,***,***,4.14,***,***,***,***,***,5.14,***,***,6.84,***,***,***,***,***,***,***,***,2.10,***,***,5.62,***,***
B:FPIJE1D09:13,***,12.28,***,***,***,***,***,0.00,***,***,0.42,***,***,0.32,***,***,1.10,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,0.47,***,***,***,***,***,***,***,***,0.80,***,***,0.42,***,***
Mean,3.07,12.11,-9.04,-294.43,12.10,-9.03,-294.31,2.10,0.97,31.71,3.87,-0.80,-26.02,2.89,0.18,5.83,3.36,-0.29,-9.49,1.16,1.91,62.20,4.88,-1.81,-58.94,1.87,1.20,39.02,4.44,-1.37,-44.72,3.55,-0.48,-15.61,1.65,1.42,46.34,3.74,-0.67,-21.95,1.78,1.29,42.01,2.56,0.51,16.63
