ProjectUnit = Pinyon Juniper
Summary Report = Surface Fuels
Report Attribute = Litter
Units = Tons per Acre

Macroplot,00Pre-Attr,01Post-Attr,01Post-Diff,01Post-%Diff,01Year01-Attr,01Year01-Diff,01Year01-%Diff,01Year02-Attr,01Year02-Diff,01Year02-%Diff,01Year05-Attr,01Year05-Diff,01Year05-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year15-Attr,01Year15-Diff,01Year15-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year01-Attr,02Year01-Diff,02Year01-%Diff,02Year02-Attr,02Year02-Diff,02Year02-%Diff,02Year05-Attr,02Year05-Diff,02Year05-%Diff,00PR01-Attr,00PR01-Diff,00PR01-%Diff,00PR02-Attr,00PR02-Diff,00PR02-%Diff,00PR03-Attr,00PR03-Diff,00PR03-%Diff,00PR04-Attr,00PR04-Diff,00PR04-%Diff,00PR05-Attr,00PR05-Diff,00PR05-%Diff
JUOS-50,3.41,0.77,-2.64,-77.30,3.24,-0.17,-4.96,2.81,-0.60,-17.73,5.22,1.81,53.19,3.43,0.02,0.71,5.25,1.84,53.90,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-51,4.06,4.43,0.36,8.93,5.05,0.99,24.40,4.93,0.87,21.43,3.94,-0.12,-2.98,***,***,***,***,***,***,3.48,-0.58,-14.29,1.79,-2.27,-55.95,1.77,-2.30,-56.55,3.63,-0.44,-10.71,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-52,7.28,4.06,-3.22,-44.19,3.70,-3.58,-49.17,3.85,-3.43,-47.18,3.89,-3.39,-46.51,3.54,-3.74,-51.33,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-53,6.53,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,8.37,1.84,28.15,6.07,-0.46,-7.04,8.56,2.03,31.11,3.05,-3.48,-53.33,3.99,-2.54,-38.89
JUOS-54,6.00,3.72,-2.27,-37.90,3.77,-2.23,-37.10,2.44,-3.56,-59.27,6.77,0.77,12.90,5.80,-0.19,-3.23,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-55,4.33,3.12,-1.21,-27.93,3.65,-0.68,-15.64,1.86,-2.47,-56.98,2.23,-2.10,-48.60,4.62,0.29,6.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-63,3.80,0.22,-3.58,-94.27,0.48,-3.31,-87.26,0.53,-3.26,-85.99,1.69,-2.10,-55.41,2.78,-1.02,-26.75,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,5.97,2.18,57.32,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-64,3.46,4.55,1.09,31.47,1.98,-1.48,-42.66,***,***,***,***,***,***,8.05,4.60,132.87,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,4.86,2.98,1.88,38.63,3.13,1.73,35.64,2.74,2.12,43.66,3.96,0.90,18.52,4.71,0.15,3.13,5.25,-0.39,-8.03,3.48,1.38,28.31,1.79,3.07,63.16,1.77,3.09,63.66,3.63,1.23,25.33,7.17,-2.31,-47.60,6.07,-1.21,-24.95,8.56,-3.70,-76.23,3.05,1.81,37.27,3.99,0.87,17.86
