ProjectUnit = Pinyon Juniper
Summary Report = Surface Fuels
Report Attribute = 1-hr
Units = Tons per Acre

Macroplot,00Pre-Attr,01Post-Attr,01Post-Diff,01Post-%Diff,01Year01-Attr,01Year01-Diff,01Year01-%Diff,01Year02-Attr,01Year02-Diff,01Year02-%Diff,01Year05-Attr,01Year05-Diff,01Year05-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year15-Attr,01Year15-Diff,01Year15-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year01-Attr,02Year01-Diff,02Year01-%Diff,02Year02-Attr,02Year02-Diff,02Year02-%Diff,02Year05-Attr,02Year05-Diff,02Year05-%Diff,00PR01-Attr,00PR01-Diff,00PR01-%Diff,00PR02-Attr,00PR02-Diff,00PR02-%Diff,00PR03-Attr,00PR03-Diff,00PR03-%Diff,00PR04-Attr,00PR04-Diff,00PR04-%Diff,00PR05-Attr,00PR05-Diff,00PR05-%Diff
JUOS-50,0.30,0.12,-0.18,-59.13,0.13,-0.17,-55.74,0.21,-0.09,-30.19,0.27,-0.03,-9.03,0.21,-0.09,-29.11,0.14,-0.16,-53.36,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-51,0.26,0.43,0.16,61.86,0.84,0.57,217.38,0.29,0.02,9.26,0.17,-0.09,-35.47,***,***,***,***,***,***,0.27,0.01,2.73,0.13,-0.13,-49.94,0.28,0.02,7.87,0.19,-0.08,-28.92,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-52,0.06,0.07,0.01,11.90,0.16,0.10,176.70,0.06,0.00,-5.63,0.15,0.09,158.70,0.04,-0.02,-29.41,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-53,0.21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.33,0.12,60.31,0.15,-0.06,-27.19,0.29,0.08,40.34,0.14,-0.07,-32.41,0.24,0.03,15.30
JUOS-54,0.23,0.16,-0.08,-32.82,0.15,-0.09,-37.31,0.29,0.06,25.39,0.19,-0.04,-17.89,0.24,0.00,1.50,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-55,0.29,0.29,0.00,-1.23,0.12,-0.17,-58.92,0.18,-0.12,-39.66,0.37,0.08,26.75,0.40,0.11,36.36,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-63,0.14,0.03,-0.11,-77.55,0.02,-0.12,-87.49,0.03,-0.11,-77.60,0.15,0.01,7.45,0.08,-0.06,-45.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.04,-0.10,-70.06,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-64,0.20,0.09,-0.11,-54.72,0.06,-0.13,-67.24,***,***,***,***,***,***,0.11,-0.09,-45.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,0.21,0.17,0.04,20.18,0.21,0.00,-0.22,0.18,0.04,16.94,0.22,-0.01,-3.10,0.18,0.03,15.45,0.14,0.07,33.85,0.27,-0.06,-28.45,0.13,0.08,37.41,0.28,-0.07,-34.86,0.19,0.02,11.12,0.19,0.02,11.45,0.15,0.06,28.57,0.29,-0.08,-37.69,0.14,0.07,33.68,0.24,-0.03,-13.13
