ProjectUnit = Pinyon Juniper
Summary Report = Surface Fuels
Report Attribute = 10-hr
Units = Tons per Acre

Macroplot,00Pre-Attr,01Post-Attr,01Post-Diff,01Post-%Diff,01Year01-Attr,01Year01-Diff,01Year01-%Diff,01Year02-Attr,01Year02-Diff,01Year02-%Diff,01Year05-Attr,01Year05-Diff,01Year05-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year15-Attr,01Year15-Diff,01Year15-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year01-Attr,02Year01-Diff,02Year01-%Diff,02Year02-Attr,02Year02-Diff,02Year02-%Diff,02Year05-Attr,02Year05-Diff,02Year05-%Diff,00PR01-Attr,00PR01-Diff,00PR01-%Diff,00PR02-Attr,00PR02-Diff,00PR02-%Diff,00PR03-Attr,00PR03-Diff,00PR03-%Diff,00PR04-Attr,00PR04-Diff,00PR04-%Diff,00PR05-Attr,00PR05-Diff,00PR05-%Diff
JUOS-50,1.19,0.95,-0.24,-20.10,0.32,-0.87,-73.25,1.11,-0.08,-7.12,1.98,0.79,66.14,1.58,0.39,33.09,3.81,2.62,220.40,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-51,0.95,2.05,1.10,116.48,2.13,1.18,124.85,1.10,0.16,16.65,1.34,0.39,41.61,***,***,***,***,***,***,1.26,0.31,33.23,1.50,0.55,58.30,1.97,1.02,107.99,0.95,0.00,-0.16,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-52,0.16,0.71,0.55,350.44,0.87,0.71,449.52,0.32,0.16,99.81,1.03,0.87,550.75,0.87,0.71,451.44,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-53,1.60,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.04,-0.56,-35.06,1.83,0.23,14.62,1.20,-0.40,-24.91,1.52,-0.07,-4.69,1.28,-0.31,-19.63
JUOS-54,1.26,1.66,0.39,31.28,0.71,-0.55,-43.74,0.55,-0.71,-56.24,0.71,-0.55,-43.74,0.87,-0.39,-31.25,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-55,1.11,1.12,0.00,0.28,0.56,-0.55,-49.84,0.56,-0.55,-49.84,1.20,0.08,7.58,1.27,0.16,14.55,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-63,0.87,0.00,-0.87,-100.00,0.00,-0.87,-100.00,0.08,-0.79,-90.86,1.27,0.40,45.27,1.43,0.55,63.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.40,-0.48,-54.60,***,***,***,***,***,***,***,***,***,***,***,***
JUOS-64,1.23,0.89,-0.34,-27.44,0.40,-0.83,-67.20,***,***,***,***,***,***,0.58,-0.66,-53.30,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,1.05,1.05,-0.01,-0.71,0.71,0.33,31.93,0.62,0.43,40.82,1.25,-0.21,-19.82,1.10,-0.05,-5.14,3.81,-2.77,-264.49,1.26,-0.21,-20.54,1.50,-0.45,-43.23,1.97,-0.92,-88.18,0.95,0.10,9.67,0.72,0.33,31.50,1.83,-0.78,-74.82,1.20,-0.15,-14.53,1.52,-0.47,-45.38,1.28,-0.24,-22.59
